label	text	rationale
fallacy of credibility	Вы предлагаете изменить школьную программу, ссылаясь на современные исследования. Однако ваши идеи не стоит рассматривать, потому что вы не работали учителем и не имеете педагогического стажа, и без этого опыта вы не можете быть авторитетом в образовании. Теория без практики не имеет ценности. Только учителя с многолетним стажем понимают реальные проблемы школы. Ваши предложения могут выглядеть красиво, но они оторваны от реальности. Поэтому их не следует учитывать.	ваши идеи не стоит рассматривать, потому что вы не работали учителем и не имеете педагогического стажа[SEP]без этого опыта вы не можете быть авторитетом в образовании
fallacy of relevance	— В отчёте ЦБ указано, что уровень закредитованности населения достиг рекордных 62% от доходов. Всё больше людей берут микрозаймы под высокие проценты, попадая в долговую спираль. Это требует регулирования рынка и финансового просвещения. — Зачем обсуждать долги населения, когда наша страна успешно проводит крупные международные спортивные мероприятия? Последний чемпионат привлёк сотни тысяч туристов и миллиарды инвестиций. Разве это не показатель стабильности и развития, который важнее частных финансовых проблем отдельных граждан? Такие события укрепляют экономику в целом.	Зачем обсуждать долги населения, когда наша страна успешно проводит крупные международные спортивные мероприятия[SEP]Разве это не показатель стабильности и развития, который важнее частных финансовых проблем отдельных граждан
fallacy of relevance	— В регионе резко вырос уровень подростковой преступности, на 25% за два года, что требует программ профилактики и занятости молодёжи. — Разве не важнее сейчас развивать спортивную инфраструктуру для профессиональных спортсменов, чтобы страна побеждала на международных соревнованиях? Это престиж и имидж. Зачем обсуждать подростков, когда можно инвестировать в будущих чемпионов?	Разве не важнее сейчас развивать спортивную инфраструктуру для профессиональных спортсменов[SEP]Зачем обсуждать подростков, когда можно инвестировать в будущих чемпионов
fallacy of credibility	Этот политический курс правильный, потому что его поддерживает известный актёр, который активно высказывается на общественные темы. Он имеет большую аудиторию и влияние. Если такой популярный человек одобряет эту политику, значит она заслуживает доверия. Актёр много путешествует, общается с разными культурами и, вероятно, понимает, как устроен мир. Его мнение важно для миллионов людей. Поэтому нет необходимости углубляться в детали политики — достаточно ориентироваться на позицию человека, который уже завоевал признание и уважение общества.	Этот политический курс правильный, потому что его поддерживает известный актёр[SEP]Если такой популярный человек одобряет эту политику, значит она заслуживает доверия
circular reasoning	В психологии личности утверждается: человек является зрелой личностью, потому что он демонстрирует признаки зрелости. Это используется в диагностике. Однако признаки зрелости определяются тем, что человек считается зрелой личностью.	человек является зрелой личностью, потому что он демонстрирует признаки зрелости[SEP]признаки зрелости определяются тем, что человек считается зрелой личностью
intentional	— Учёные предупреждают, что массовое использование одноразового пластика приводит к загрязнению океанов и гибели животных. — Вы поднимаете эту тему, потому что хотите привлечь внимание к своему блогу и увеличить аудиторию за счёт громких экологических заявлений а не ради реального решения проблемы. Все эти посты — это способ набрать лайки и подписчиков. Вы используете экологию как инструмент саморекламы. Поэтому ваши аргументы не заслуживают доверия, ведь они продиктованы личной выгодой, а не заботой о природе.	Вы поднимаете эту тему, потому что хотите привлечь внимание к своему блогу и увеличить аудиторию за счёт громких экологических заявлений
circular reasoning	На философском семинаре обсуждали обоснованность морального принципа. Принцип обоснован, потому что он соответствует рациональным нормам, а рациональные нормы определяются тем, что они обосновывают данный принцип. Это позволило принять его как базовый.	Принцип обоснован, потому что он соответствует рациональным нормам, а рациональные нормы определяются тем, что они обосновывают данный принцип
ad hominem	На обсуждении экологической политики один участник выступил против запрета одноразового пластика. Другой ответил: Он известен своей безответственностью в быту и регулярно игнорирует элементарные правила утилизации, поэтому его доводы об экологии не имеют значения. После этого разговор ушёл в сторону.	Он известен своей безответственностью в быту и регулярно игнорирует элементарные правила утилизации, поэтому его доводы об экологии не имеют значения
false dilemma	В обсуждении регулирования технологий заявляется: другого пути просто нет: либо мы полностью запрещаем искусственный интеллект в критических сферах, включая медицину и финансы, чтобы исключить риски ошибок и злоупотреблений. Внимание сосредоточено на потенциальных угрозах, которые описываются как неизбежные. Компании предупреждаются о серьёзных последствиях нарушений. либо технологии выйдут из-под контроля и приведут к катастрофам, затрагивающим безопасность и экономику. Такой подход делает любые формы частичного регулирования второстепенными.	другого пути просто нет: либо мы полностью запрещаем искусственный интеллект в критических сферах,[SEP]либо технологии выйдут из-под контроля и приведут к катастрофам,
appeal to emotion	— Вопрос о праве на добровольное прекращение жизни требует взвешенного подхода: необходимо учитывать автономию личности, защиту уязвимых групп, роль паллиативной помощи и чёткие юридические гарантии. Многие страны разрешают эвтаназию при строгих условиях: неизлечимая болезнь, невыносимые страдания, многократное добровольное согласие и независимая комиссия. — Представьте страдания близких, потерявших любимого человека из-за самоубийства! Мать, которая находит своего сына бездыханным. Жена, которая до конца жизни будет спрашивать себя: «Что я сделала не так?» Дети, вынужденные расти без отца. Слёзы, бессонные ночи, разрушенные семьи — вот к чему ведёт нормализация ухода из жизни. Разве можно это поддерживать? Как можно хладнокровно обсуждать «право» на самоуничтожение, когда за каждым таким случаем — чья-то сломанная жизнь? Одна подпись под законом — и сколько сердец будет разбито? Подумайте о тех, кто останется. Их боль важнее абстрактных «прав».	Представьте страдания близких, потерявших любимого человека из-за самоубийства![SEP]вот к чему ведёт нормализация ухода из жизни. Разве можно это поддерживать[SEP]Подумайте о тех, кто останется
ad populum	Маркетолог обосновывает выбор рекламной стратегии. Подавляющее большинство брендов в категории использует именно такой формат кампаний таким образом, он самый эффективный. Эксперименты отклоняются.	Подавляющее большинство брендов в категории использует именно такой формат кампаний таким образом, он самый эффективный
equivocation	Я всегда стараюсь держать слово: если пообещал, обязательно выполняю. Это формирует доверие между людьми. Если слово имеет силу и может влиять на людей, значит любое слово обладает реальной силой, а сила всегда воздействует физически. Поэтому слова могут буквально причинять вред или лечить. Именно поэтому я считаю, что разговоры опаснее действий.	Если слово имеет силу и может влиять на людей, значит любое слово обладает реальной силой, а сила всегда воздействует физически. Поэтому слова могут буквально причинять вред или лечить.
ad hominem	Не стоит всерьёз воспринимать тех, кто выступает за легализацию марихуаны. Они же просто зависимые! Они сами регулярно употребляют это зелье и находятся под его воздействием, когда говорят. Как можно доверять их мнению, когда их сознание затуманено наркотиками? Они просто не в состоянии трезво мыслить и не осознают последствий своих слов. Их «аргументы» — это лишь оправдание собственной зависимости. Поэтому их позиция не заслуживает внимания: за ней стоит не разум, а привычка и слабость характера.	Они же[SEP]зависимые[SEP]Как можно доверять их мнению
false dilemma	В обсуждении искусственного интеллекта говорится: либо мы полностью снимаем ограничения на развитие ИИ, чтобы сохранить конкурентоспособность. При этом не учитываются риски и необходимость этических норм. Важно учитывать долгосрочные последствия. либо страна отстанет и потеряет позиции в технологической гонке. Такое представление ограничивает выбор.	либо мы полностью снимаем ограничения на развитие ИИ,[SEP]либо страна отстанет и потеряет позиции в технологической гонке.
intentional	— Необходимо ужесточить контроль за криптовалютными операциями из-за роста мошенничества. — Вы настаиваете на контроле, потому что хотите получить доступ к финансовым данным граждан и усилить наблюдение под предлогом безопасности. Ваше истинное намерение — расширить полномочия регуляторов, а не защитить пользователей от мошенников. Вы не объясняете, как будут защищены права добросовестных пользователей и их приватность. Это выглядит как расширение контроля. Поэтому ваши доводы воспринимаются как попытка увеличить власть институтов, а не как точечная мера против преступлений.	Вы настаиваете на контроле, потому что хотите получить доступ к финансовым данным граждан и усилить наблюдение[SEP]Ваше истинное намерение — расширить полномочия регуляторов, а не защитить пользователей от мошенников
fallacy of extension	— Мне кажется, что в компаниях стоит поощрять удалённую работу там, где это возможно. Это повышает гибкость и снижает стресс сотрудников. — Отлично! Вы предлагаете закрыть все офисы и полностью разрушить рабочую дисциплину! Пусть никто не работает, все сидят дома и ничего не делают! Это конец бизнеса!	в компаниях стоит поощрять удалённую работу там, где это возможно[SEP]Вы предлагаете закрыть все офисы и полностью разрушить рабочую дисциплину
faulty generalization	Один студент списывал на экзамене и его поймали — значит, все студенты постоянно жульничают и не учатся честно. Это вызывает недоверие к результатам. Система кажется несправедливой.	Один студент списывал на экзамене и его поймали — значит, все студенты постоянно жульничают и не учатся честно
equivocation	Я стараюсь следить за следствием своих поступков: анализировать последствия, делать выводы, не повторять ошибок. Это помогает развиваться. Следствие — это процесс установления истины, где всё выясняется точно, значит следствие всегда даёт правильный результат. Поэтому любые последствия моих действий уже справедливы и не требуют пересмотра, ведь они как следствие установлены окончательно. Исправлять ничего не нужно.	Следствие — это процесс установления истины, где всё выясняется точно, значит следствие всегда даёт правильный результат. Поэтому любые последствия моих действий уже справедливы и не требуют пересмотра, ведь они как следствие установлены окончательно.
equivocation	Я думаю о значении ключевых решений: важно находить ключевые моменты и правильно на них реагировать. Ключ открывает возможности, а ключ — это источник воды, значит, если я найду природный ключ, у меня откроются новые жизненные возможности. Поэтому я люблю бывать на природе.	Ключ открывает возможности, а ключ — это источник воды, значит, если я найду природный ключ, у меня откроются новые жизненные возможности.
fallacy of credibility	В редакции обсуждали расследование независимого журналиста о коррупции в региональной администрации. Некоторые сотрудники отмечали, что материалы подкреплены документами и свидетельствами. Однако главный редактор заявил: Эти публикации нельзя воспринимать как достоверные источники информации, поскольку автор не работает в официально зарегистрированном СМИ и не имеет статуса профессионального журналиста. Он подчеркнул, что у автора нет диплома факультета журналистики, нет членства в профессиональных ассоциациях и нет опыта работы в крупных редакциях. По его мнению, только сотрудники признанных медиа могут создавать заслуживающий доверия контент. Даже наличие документов и фактов не меняет ситуацию, потому что источник не обладает «правильным» статусом. Поэтому редактор предложил игнорировать расследование, считая, что без формального признания автор не может считаться надёжным источником информации.	Эти публикации нельзя воспринимать как достоверные источники информации[SEP]автор не работает в официально зарегистрированном СМИ и не имеет статуса профессионального журналиста
false causality	В городе за последние годы появилось больше кофеен, и одновременно увеличилось число фрилансеров. Многие работают прямо из этих заведений. Поскольку рост кофеен и числа фрилансеров произошёл одновременно, можно сделать вывод, что именно кофейни способствуют переходу людей на свободную занятость. Это новая экономическая модель.	Поскольку рост кофеен и числа фрилансеров произошёл одновременно, можно сделать вывод, что именно кофейни способствуют переходу людей на свободную занятость
ad hominem	— Стоит увеличить финансирование общественных библиотек. — Вы просто стремитесь к саморекламе и постоянно ищете поводы выглядеть благородно, значит ваши аргументы продиктованы тщеславием и не заслуживают доверия. Давайте обсудим что-то более практичное.	Вы просто стремитесь к саморекламе и постоянно ищете поводы выглядеть благородно, значит ваши аргументы продиктованы тщеславием и не заслуживают доверия
fallacy of relevance	— В отчёте Минздрава говорится, что среднее время ожидания приёма у терапевта в государственных поликлиниках достигло 12 дней, а в некоторых регионах — до трёх недель. Это приводит к запущенным заболеваниям и перегрузке стационаров. Необходимо увеличить число врачей и оптимизировать систему записи. — Давайте лучше поговорим о том, как наши спортсмены завоевали рекордное количество медалей на международных соревнованиях, а не о каких-то очередях в поликлиниках. Это показатель силы страны, дисциплины и национального духа. Победы вдохновляют молодёжь заниматься спортом и формируют позитивный имидж государства. На этом нужно делать акцент, а не на временных трудностях системы здравоохранения.	Давайте лучше поговорим о том, как наши спортсмены завоевали рекордное количество медалей на международных соревнованиях, а не о каких-то очередях в поликлиниках
appeal to emotion	На слушаниях о цензуре выступающий говорил о влиянии информации на детей. Он описывал, как легко их ранить. Подумайте о их хрупкой психике. Неужели вы готовы подвергать их такому воздействию? Поэтому нужно запретить многие темы в сети.	Подумайте о их хрупкой психике. Неужели вы готовы подвергать их такому воздействию? Поэтому нужно запретить многие темы в сети.
circular reasoning	На семинаре по экономике спорили о рациональности потребителей. Потребители рациональны, поскольку их выбор максимизирует полезность, а максимизация полезности объясняется тем, что потребители рациональны. Так обосновывали модель спроса.	Потребители рациональны, поскольку их выбор максимизирует полезность[SEP]максимизация полезности объясняется тем, что потребители рациональны
intentional	Да, наша благотворительная организация допустила ошибки в распределении средств, и часть денег была потрачена неэффективно. Но мы действовали с искренним желанием помочь нуждающимся, и наши намерения были безупречно благими . Иногда в сложных условиях невозможно избежать потерь. главное — мы стремились сделать добро, поэтому отдельные ошибки не должны ставить под сомнение всю деятельность . Мы продолжаем работать и верим, что в итоге принесём больше пользы.	мы действовали с искренним желанием помочь нуждающимся, и наши намерения были безупречно благими[SEP]главное — мы стремились сделать добро, поэтому отдельные ошибки не должны ставить под сомнение всю деятельность
faulty generalization	Я купил кроссовки этого бренда, и они быстро износились. Разочарование было сильным. Одна пара оказалась недолговечной — значит, вся продукция бренда некачественная. Больше не буду у них покупать.	Одна пара оказалась недолговечной — значит, вся продукция бренда некачественная
intentional	Да, благотворительный фонд допустил ошибки в распределении средств, и часть денег была потрачена неэффективно. Но мы действовали из искреннего желания помочь людям, и наши намерения были абсолютно чистыми. В таких масштабных проектах невозможно избежать просчётов. Главное — что мы старались изменить ситуацию к лучшему. Когда цель — помощь нуждающимся, отдельные ошибки и потери не должны ставиться во главу угла. Это естественные издержки.	мы действовали из искреннего желания помочь людям, и наши намерения были абсолютно чистыми[SEP]Когда цель — помощь нуждающимся, отдельные ошибки и потери не должны ставиться во главу угла
appeal to emotion	В дискуссии о смертной казни вспоминали жестокие преступления. Атмосфера была тяжёлой. Как вы можете говорить о правах тех, кто отнял чужую жизнь? Боль жертв никуда не исчезает. Следовательно, смертную казнь нужно вернуть.	Как вы можете говорить о правах тех, кто отнял чужую жизнь?[SEP]Следовательно, смертную казнь нужно вернуть.
appeal to emotion	-- Я считаю, что сертификация гуру и духовных наставников необходима. В интернете полно мошенников, которые пользуются доверием людей, обещая просветление за деньги. Сертификация хотя бы создаст минимальные стандарты и защитит тех, кто ищет подлинный духовный путь.  -- Неужели вы поверите, что люди, стремящиеся к духовному росту, могут быть под контролем? Это же абсурд! Душа не терпит оков, а вы хотите загнать священное в бюрократические рамки. Представьте себе, как рухнет вера, когда вместо живой встречи с мудрецом человеку предложат проверять бумажки и печати! Разве можно так осквернять высокое?	Представьте себе, как рухнет вера, когда вместо живой встречи[SEP]человеку предложат проверять бумажки[SEP]Разве можно так осквернять высокое
equivocation	Я люблю порядок во дворе: чистота, ухоженные дорожки, аккуратные клумбы создают ощущение уюта. Двор — это пространство, где формируется первое впечатление. Но есть ещё и высший двор, где принимаются важные решения. Двор задаёт тон всей системе, и если у меня порядок во дворе, значит, я влияю на решения более высокого уровня и участвую в управлении. Поэтому моя забота о дворе — это уже участие в большой политике.	Двор задаёт тон всей системе, и если у меня порядок во дворе, значит, я влияю на решения более высокого уровня и участвую в управлении
false dilemma	В сфере экологии нужно принять жёсткие меры. Либо мы полностью запрещаем использование пластика, чтобы сократить загрязнение окружающей среды. Пластиковые отходы накапливаются и наносят вред природе. Это требует немедленного вмешательства. либо планета утонет в мусоре, и последствия станут необратимыми. В таких условиях постепенные ограничения или переработка отходов не считаются достаточными.	Либо мы полностью запрещаем использование пластика[SEP]либо планета утонет в мусоре
fallacy of relevance	Почему мы обсуждаем миссионерство, когда у нас в стране столько экономических проблем? Люди теряют работу, пенсии не индексируются, а вы тратите время на религиозные споры! Разве можно думать о проповедях, пока семьи не могут позволить себе базовые продукты? Настоящие вопросы — это цены, зарплаты, безработица, а не кто кого обращает в какую веру!	Почему мы обсуждаем миссионерство, когда у нас в стране столько экономических проблем
circular reasoning	В корпоративной политике говорилось: данное правило обязательно, потому что оно предписано как обязательное. При этом его обязательный характер определяется тем, что это правило обязательно. Сотрудники не получили дополнительных разъяснений.	данное правило обязательно, потому что оно предписано как обязательное[SEP]его обязательный характер определяется тем, что это правило обязательно
appeal to emotion	На слушаниях по обороне обсуждали расходы. Люди устали от тревожных новостей. Представьте день, когда враг окажется у наших границ, неужели вы хотите быть к этому не готовы? Паника охватит всю страну. Поэтому нужно срочно увеличить военные расходы и готовиться к войне.	Представьте день, когда враг окажется у наших границ, неужели вы хотите быть к этому не готовы?[SEP]Поэтому нужно срочно увеличить военные расходы и готовиться к войне.
false dilemma	В здравоохранении регулярно возникают споры о финансировании. Больницы нуждаются в оборудовании, врачи требуют повышения зарплат, пациенты ожидают доступной помощи. Другого пути просто нет: либо мы резко увеличиваем расходы на медицину, даже если это потребует сокращения других бюджетных статей, потому что здоровье граждан объявляется абсолютным приоритетом. Альтернативные способы оптимизации при этом не обсуждаются. либо система здравоохранения окончательно развалится, так как без дополнительных денег она якобы не сможет функционировать.	Другого пути просто нет: либо мы резко увеличиваем расходы на медицину[SEP]либо система здравоохранения окончательно развалится
ad hominem	В разговоре о психологии один участник предложил новые методы терапии. Другой сказал: Он эмоционально нестабилен и склонен к крайностям, поэтому его аргументы о терапии нельзя принимать всерьёз. Но обсуждение касается методик.	Он эмоционально нестабилен и склонен к крайностям, поэтому его аргументы о терапии нельзя принимать всерьёз
appeal to emotion	— Цензура в интернете опасна и может привести к подавлению свободы слова. — Подумайте о людях, которые ежедневно сталкиваются с травлей и жестокими оскорблениями! Они читают это в одиночестве и не могут защититься. Это разрушает их психику и жизнь. Неужели вы хотите оставить их без защиты, поэтому контент нужно жёстко фильтровать.	Подумайте о людях, которые ежедневно сталкиваются с травлей и жестокими оскорблениями![SEP]Неужели вы хотите оставить их без защиты, поэтому контент нужно жёстко фильтровать.
fallacy of relevance	— В системе госзакупок выявлены многочисленные нарушения: контракты заключаются без конкуренции, цены завышены. — Давайте лучше обсудим, как наши спортсмены успешно выступают на международных соревнованиях, а не эти скучные закупки; они приносят стране славу и объединяют людей. Спорт — это то, что вдохновляет общество.	Давайте лучше обсудим, как наши спортсмены успешно выступают на международных соревнованиях, а не эти скучные закупки
intentional	Когда мы повысили налоги для финансирования социальных программ, многие жаловались на рост нагрузки, но мы приняли это решение с искренним желанием сократить неравенство и помочь самым уязвимым слоям населения. Да, бизнесу стало сложнее, но если цель — социальная справедливость и поддержка нуждающихся, такие меры полностью оправданы. Мы не можем игнорировать проблемы общества ради удобства отдельных групп.	мы приняли это решение с искренним желанием сократить неравенство и помочь самым уязвимым слоям населения[SEP]если цель — социальная справедливость и поддержка нуждающихся, такие меры полностью оправданы
equivocation	Я интересуюсь правом и знаю, что залог важен для обеспечения обязательств: он гарантирует выполнение договорённостей и снижает риски. Без залога сложно доверять. Залог обеспечивает надёжность и устойчивость отношений. Если в речи есть залог, значит он тоже влияет на действие. А раз залог определяет, кто действует, то меняя залог, можно снять ответственность, просто изменив формулировку. Поэтому формулировки важнее поступков.	Залог обеспечивает надёжность и устойчивость отношений. Если в речи есть залог, значит он тоже влияет на действие. А раз залог определяет, кто действует, то меняя залог, можно снять ответственность
false causality	После установки новых фонарей на улицах жители стали чаще выходить на вечерние прогулки. Город стал выглядеть оживлённее. Поскольку активность выросла после установки освещения, значит именно фонари заставили людей больше гулять.	Поскольку активность выросла после установки освещения, значит именно фонари заставили людей больше гулять
fallacy of credibility	В обсуждении городского праздника один организатор говорит: мы не должны менять программу, потому что этот формат используется уже десятилетиями, и люди к нему привыкли. Он считает любые изменения риском. Если мероприятие проводилось одинаково много лет, значит этот формат правильный и не требует изменений. При этом не анализируется, интересен ли он современной аудитории, так как традиция воспринимается как главный аргумент.	мы не должны менять программу, потому что этот формат используется уже десятилетиями[SEP]Если мероприятие проводилось одинаково много лет, значит этот формат правильный и не требует изменений
false causality	Я заметил, что когда беру с собой зонт, дождь почти всегда начинается. Без зонта такие дни случаются реже. Если дождь появляется именно в те дни, когда у меня зонт, значит его наличие somehow влияет на погоду. Теперь всегда ношу его с собой.	Если дождь появляется именно в те дни, когда у меня зонт, значит его наличие somehow влияет на погоду
fallacy of relevance	— В отчёте Минэкономики указано, что малый бизнес закрывается рекордными темпами: за год прекратили деятельность более 200 тысяч предприятий. Причины — высокие налоги и административные барьеры. — А вы знаете, что наша сборная выиграла международный турнир и подняла престиж страны? Миллионы людей следили за матчами, вырос интерес к спорту среди молодёжи. Разве это не важнее обсуждения проблем малого бизнеса, который всегда сталкивается с трудностями?	А вы знаете, что наша сборная выиграла международный турнир и подняла престиж страны[SEP]Разве это не важнее обсуждения проблем малого бизнеса
