label	text	rationale
ad hominem	In a discussion about media, a journalist criticized censorship. He is known for his desire for scandal and provocation, so his arguments cannot be taken seriously. The issue was closed without discussion.	He is known for his desire for scandal and provocation, so his arguments cannot be taken seriously.
false dilemma	There is only one real choice in tax policy: either we sharply increase business taxes, or the budget will not be able to sustain current expenditures. The state needs to finance infrastructure, social programs and defense, and these items cannot simply be cut without serious consequences. Or we face a complete collapse of the economy and an inability to perform the basic functions of the state. Any talk about point-by-point optimization of spending or stimulating growth looks too slow and unreliable. In the face of time pressure, we need to act hard and fast, because compromise measures will not produce instant results and will only make the situation worse.	There is only one real choice in tax policy: either we sharply increase business taxes,[SEP]Or we face a complete collapse of the economy and an inability to perform the basic functions of the state.
fallacy of credibility	In a debate on urban architecture, one participant stated that new buildings spoil the historic appearance of the city. Another responded: a famous world-class architect supports these projects, so they are right, and added that if a recognized expert approves, there is no point in arguing. He did not discuss specific features of the projects. For him, the opinion of a reputable architect was sufficient proof of the quality of the solutions.	a famous world-class architect supports these projects, so they are right[SEP]if a recognized expert approves, there is no point in arguing
ad populum	At the startup meeting, the business model was discussed. The majority of successful companies use a subscription system, so this is the right strategy. The decision was made instantly.	The majority of successful companies use a subscription system, so this is the right strategy.
fallacy of credibility	We should continue to use this method of parenting despite new research and recommendations from psychologists. This approach is right because it was used by our parents and their parents and the children grew up to be normal people. If the method has been passed down through generations, then it's already proven to be effective. Modern theories may change, but the traditional ways of parenting remain the same. They have shaped character and discipline for generations. There is no point in abandoning what has already been shown to work. Therefore, it is better to stick to proven methods than to experiment with new approaches.	This approach is right because it was used by our parents and their parents[SEP]If the method has been passed down through generations, then it's already proven to be effective
fallacy of credibility	This startup is promising because it has been approved by a well-known venture capitalist who has already invested in successful projects. His experience and intuition allow him to find profitable ideas. If he has decided to invest, it means that the project deserves attention. His authority in the business world serves as proof of the startup's reliability. There is no need to analyze the business model if you can trust the opinion of a person with such a track record. His decisions have already brought profits many times over.	This startup is promising because it has been approved by a well-known venture capitalist
fallacy of credibility	In a discussion of the school program, one parent stated: We should not change the textbooks, because our parents and even their parents used them, and emphasized that if the education system has been maintained for decades, it is the right one. He talked about how the traditional program has been proven effective by time and has produced many successful people. He saw any proposals to update the content or methods of education as a threat to stability. In his opinion, the very fact that textbooks have been used for a long time is sufficient reason for their preservation, regardless of modern research and changes in society.	We should not change the textbooks, because our parents and even their parents used them[SEP]if the education system has been maintained for decades, it is the right one.
ad populum	In a blog about finance, the author writes: Millions of users choose this particular bank - therefore, it is the most reliable. He accompanies the text with graphs of the growth of the client base.	Millions of users choose this particular bank - therefore, it is the most reliable
equivocation	I always think about the root of the problem, because that's where the cause of all difficulties is hidden. If you find the root, you can fix it. The root holds the system together and nourishes it. If you influence the root, you can control everything that is connected to it. So if you just change one element, the whole situation will automatically change.	The root holds the system together and nourishes it. If you influence the root, you can control everything that is connected to it.
intentional	I understand that the implementation of the new patient record system has caused disruptions, queues have increased, and doctors are spending more time filling out forms. But we implemented this system because our intentions were pure and aimed at improving the quality of care and patient safety. Yes, there are problems now, but it's temporary. even if patients are dissatisfied and wasting time, the main thing is that we wanted what was best for them and strived for the digitalization of healthcare. We acted for the future, to improve diagnostic accuracy and reduce errors. When the goal is so important, you can't dwell on temporary inconveniences.	we implemented this system because our intentions were pure and aimed at improving the quality of care and patient safety[SEP]even if patients are dissatisfied and wasting time, the main thing is that we wanted what was best for them and strived for the digitalization of healthcare
fallacy of extension	- I believe that in a democratic society there should be as much freedom of speech as possible - even for unpopular or controversial opinions, as long as they don't cross clearly defined legal boundaries. - Uh-huh, I see! So you think it's okay to allow calls for violence and anarchy? You want terrorists and extremists to be able to openly recruit followers on social media? That's a direct path to chaos!	in a democratic society there should be as much freedom of speech as possible[SEP]So you think it's okay to allow calls for violence and anarchy
fallacy of credibility	This programming course is the best because it is recommended by a well-known blogger with millions of subscribers who has been talking about technology for a long time. His popularity and experience in content creation prove his expertise. If he recommends this course, it means it's really useful. There is no need to compare training programs - the blogger's opinion is already enough reason to choose.	This programming course is the best because it is recommended by a well-known blogger with millions of subscribers
equivocation	I started studying music and I started thinking about harmony. The harmony in music sets the mood, structure, and makes a composition whole and pleasing to the ear. Without the right harmony, music falls apart and loses its meaning. It is important to have harmony in life, because harmony creates harmony and order. So if I learn the harmonies of music, my life and my relationships with people will automatically improve. Music theory turns out to be not just an art, but the key to inner balance.	It is important to have harmony in life, because harmony creates harmony and order. So if I learn the harmonies of music, my life and my relationships with people will automatically improve.
ad populum	The school discussed the need for uniforms for students. The majority of parents support the introduction of a uniform dress code, so it is the right decision. The administration adopted a resolution to this effect.	The majority of parents support the introduction of a uniform dress code, so it is the right decision.
equivocation	I often think about light and its importance in life. Light illuminates the way, makes objects visible and helps to navigate. Without light, a person is lost and cannot act with confidence. Light shows the truth and removes darkness. If a person is in the light, then he understands everything. And since someone is in the spotlight, they are in the light, so they are right because they are seen and heard. That is why popular people are always right - they are in the light.	Light shows the truth and removes darkness. If a person is in the light, then he understands everything. And since someone is in the spotlight, they are in the light, so they are right
circular reasoning	In a philosophy seminar, the idea was voiced: free will exists because man is able to choose, and the ability to choose is explained by the existence of free will. The discussion did not end there.	free will exists because man is able to choose, and the ability to choose is explained by the existence of free will
false dilemma	The issue of penalties in criminal law is always hotly debated. Society demands justice and safety. There is no third way: either punishments become as severe as possible, including long sentences and minimal opportunities for leniency. This should deter potential criminals. or crime goes up because the system becomes too lenient. In this picture, any alternative approaches to justice look ineffective.	There is no third way: either punishments become as severe as possible[SEP]or crime goes up because the system becomes too lenient
circular reasoning	At a psychology conference, they were discussing test validity. A test is valid because it measures exactly the characteristics it is supposed to measure. This was considered its advantage. And the fact that it measures the right characteristics is due to the fact that the test is valid. The method was recommended for use.	A test is valid because it measures exactly the characteristics it is supposed to measure.[SEP]And the fact that it measures the right characteristics is due to the fact that the test is valid.
fallacy of credibility	We have always used paper documents in our work, and there is no need to move to digital systems. Paper document management is right because it has been used for decades in our organization and has proven to be reliable. If a practice has been in place for a long time, then it is already optimal and does not need to be changed. Electronic systems may seem convenient, but they have not stood the same test of time. Our employees are used to the current format and it provides stability to processes. Traditional methods are often more sustainable than new technologies. Therefore, it is better to maintain the current arrangement than to risk introducing something unfamiliar.	Paper document management is right because it has been used for decades in our organization[SEP]If a practice has been in place for a long time, then it is already optimal and does not need to be changed
equivocation	I am convinced that light plays a key role in our lives. Without light, it is impossible to see, to navigate, to feel safe. Lighting makes a space comfortable and livable. Light makes everything visible and understandable, so if you shed light on a problem, it literally illuminates and disappears like darkness when you turn on a lamp. That's why any difficulties can be solved with a simple discussion.	Light makes everything visible and understandable, so if you shed light on a problem, it literally illuminates and disappears like darkness when you turn on a lamp
fallacy of credibility	In an investment chat they were discussing the risks of investing in early-stage startups. One of the participants confidently stated that such investments practically guarantee a profit. This is a reliable strategy because a famous billionaire and founder of a technology company actively uses and recommends it, so there is no reason to doubt it. He emphasizes that this entrepreneur has become a symbol of success and innovation, so his advice is automatically trustworthy. This ignores the statistics about the high failure rate of startups and the risks of losing capital. The participant insists that if a person has been able to build a multi-billion dollar business, then his investment solutions are universal and suitable for everyone. He rejects any objections, believing that the opinion of such an authority is more important than analytics and real market indicators.	This is a reliable strategy because a famous billionaire and founder of a technology company actively uses and recommends it
false causality	The university has noticed that students who write down lectures by hand are more likely to get high grades. This observation is repeated year after year. If good grades come with handwritten notes, it means that the way information is written down directly affects academic performance. That's why teachers advise to give up notebooks.	If good grades come with handwritten notes, it means that the way information is written down directly affects academic performance.
equivocation	I believe that investigation is important for understanding events: it helps to find out the reasons, to establish the truth. It is impossible to understand complex situations without it. If an investigation reveals the result, it means that any investigation automatically gives a complete picture of what is happening.	If an investigation reveals the result, it means that any investigation automatically gives a complete picture of what is happening.
faulty generalization	I tried a new fitness club. The equipment in one gym was broken. The equipment in one gym was broken - it means that the whole club is poorly maintained. I didn't renew my membership.	The equipment in one gym was broken - it means that the whole club is poorly maintained.
ad hominem	- Algorithmic trading in financial markets has a scientific basis: research by the Massachusetts Institute of Technology shows that algorithms reduce volatility by 15-20% and increase liquidity. Automated systems react faster to changes, eliminate traders' emotional mistakes, and allow small investors to compete with the big players. Sensible regulation, rather than prohibition, will help capitalize on this technology.  - Ivanov, who promotes algorithmic trading, is a typical scammer and fraudster! He is an illiterate impostor who doesn't know what he's talking about at all. His degree was bought with money, he's been tried twice for financial fraud, and everyone in the industry knows he's a lying cynic. He's as greedy for money as a hungry wolf and would sell his own mother for profit. How can you believe a word out of a man like that? His arguments are just bluff and empty talk from a man who has achieved nothing in life.	Ivanov, who promotes algorithmic trading[SEP]typical scammer and fraudster[SEP]How can you believe a word out of a man like that?
appeal to emotion	At a meeting on Internet regulation, they talked about freedom of speech. One official gave frightening examples of harmful content available to teens. Do you really want your children to see this? Families are already experiencing conflict and anxiety. That's why censorship needs to be tightened and questionable sites need to be blocked.	Do you really want your children to see this?[SEP]That's why censorship needs to be tightened and questionable sites need to be blocked.
ad populum	At the school nutrition discussion it was said: the overwhelming number of parents choose sugary snacks for their children, therefore it is an acceptable norm. Otherwise they wouldn't do it.	the overwhelming number of parents choose sugary snacks for their children, therefore it is an acceptable norm
fallacy of credibility	- Research shows that massive deforestation is accelerating climate change and destroying ecosystems, affecting biodiversity and air quality. This is supported by satellite data and long-term observations. - These conclusions are true because they are supported by a well-known nature TV host, so they can't be wrong. He has hosted a popular program for twenty years and is considered a symbol of the environmental movement. If such an authoritative person speaks about the dangers of logging, then it is the ultimate truth. Why read scientific reports when you have the opinion of a man trusted by millions of viewers? His experience filming in the wild makes him a better source of truth than any academic publication.	These conclusions are true because they are supported by a well-known nature TV host, so they can't be wrong[SEP]If such an authoritative person speaks about the dangers of logging, then it is the ultimate truth
ad hominem	At an ethics roundtable, one participant talked about the importance of honesty in business. It was countered: He himself has repeatedly broken agreements, so his arguments about honesty have no weight. This undermines the credibility of what he is saying.	He himself has repeatedly broken agreements, so his arguments about honesty have no weight.
ad populum	The meeting discussed the implementation of a new CRM system. The vast majority of companies in the industry have already switched to this platform, so it is optimal for us. The other arguments were hardly considered at all.	The vast majority of companies in the industry have already switched to this platform, so it is optimal for us.
fallacy of extension	- I think we should implement more green spaces in cities to improve the quality of life. It doesn't require demolishing everything. The need to increase the amount of green space in cities without radically rebuilding infrastructure is comfort. - So you want to tear down half the city and turn it into a forest? Are you suggesting destroying buildings for trees? By your logic, people should live among bushes instead of a normal city!	need to increase the amount of green space in cities without radically rebuilding infrastructure[SEP]So you want to tear down half the city and turn it into a forest
fallacy of credibility	In discussing climate change, one participant cited satellite data and reports from international scientific organizations. However, his interlocutor responded: you are not a climatologist and do not have a degree in this field, so your conclusions are not credible. He emphasized that only specialists with doctoral degrees can draw conclusions about climate. In his opinion, any references to studies are irrelevant if they are cited by someone with no formal status in the scientific community. Even if the arguments are based on authoritative sources, the lack of a credential invalidates them. He insists that only recognized experts can discuss such topics, and everyone else should simply accept their conclusions without attempting to analyze them.	you are not a climatologist and do not have a degree in this field, so your conclusions are not credible.
intentional	I changed the deadlines and hid it from the client because my intentions were pure and aimed at protecting the team's reputation . The project started to fall behind due to external factors, and if the client found out the truth, the contract could have been canceled. I decided to be proactive: I rewrote the schedule, adjusted the reports and presented the situation as controlled. Yes, technically it was a breach of transparency, but I was trying to avoid panic and maintain trust. Good ends justify any means when it comes to the survival of the project . In the end, we managed to close some of the tasks and bought time. The main thing is that I acted with the best of intentions, which means that my actions cannot be judged harshly.	I changed the deadlines and hid it from the client because my intentions were pure and aimed at protecting the team's reputation[SEP]Good ends justify any means when it comes to the survival of the project
equivocation	I studied adverbs and realized that they clarify action and make speech more precise. Without it, it's hard to express nuances. In life, too, there are features of speech. If an adverb makes an utterance precise and clear, then using adverbs in conversation ensures that my thoughts are correct. That's why I always speak precisely.	If an adverb makes an utterance precise and clear, then using adverbs in conversation ensures that my thoughts are correct.
ad populum	Why argue about the permissibility of physical punishment of children? Polls show: two-thirds of parents in our country think that a light spanking is a normal educational method. When the overwhelming majority of parents share the same opinion, it's not just tradition - it's collective wisdom. And the wisdom of the people is time and life-tested. So it's normal practice and forbidding parents from spanking their children is not childcare, it's violence to the common sense of the majority. If millions of parents raise their children in this way and their children grow up to be normal people, then the method works and is morally justified.	two-thirds of parents[SEP]think that a light spanking[SEP]a normal educational method[SEP]So it's normal practice
ad hominem	- We need to limit the use of gadgets in children. - You're a phone addict and have no control over your own habits, so your arguments about the harm of gadgets are untenable. That sounds hypocritical.	You're a phone addict and have no control over your own habits, so your arguments about the harm of gadgets are untenable
false causality	After the opening of the new gym in the neighborhood, the number of stress complaints among residents decreased. Many people felt better. Since the decrease in stress occurred after the gym was opened, it is the reason why people feel better psychologically. It's an obvious connection.	Since the decrease in stress occurred after the gym was opened, it is the reason why people feel better psychologically. It's an obvious connection.
ad hominem	- Data shows that switching to a four-day work week can increase employee productivity. - You're just trying to push this idea because you yourself are chronically lazy and avoid responsibility, so your productivity arguments are not credible. This is just another attempt to justify your own disorganization.	You're just trying to push this idea because you yourself are chronically lazy and avoid responsibility, so your productivity arguments are not credible
intentional	- Do you really think defense spending should be increased? - Do you support increasing the military budget because you want to unleash conflicts and increase tensions in the world, or you just benefit from cooperating with defense companies? It's impossible to believe that this is done for security. There are always interests and the desire to make money behind it.	Do you support increasing the military budget because you want to unleash conflicts and increase tensions in the world[SEP]you just benefit from cooperating with defense companies
appeal to emotion	Parliament discussed the ban on abortion. One MP said: Many people live with a heavy sense of guilt and loss for years afterwards. Are you ready to legitimize such pain? These experiences destroy destinies. ♪ That's why abortion should be banned ♪	Are you ready to legitimize such pain?[SEP]♪ That's why abortion should be banned ♪
ad populum	When analyzing a scientific hypothesis, the participant stated: It is not supported by the majority of researchers and is rarely cited for this reason, the hypothesis is wrong. In science, truth quickly becomes consensus.	It is not supported by the majority of researchers and is rarely cited for this reason, the hypothesis is wrong
ad hominem	- I believe there needs to be more regulation of cryptocurrencies. - You're just protecting your personal financial interests and acting out of self-interest, so your arguments are biased and have no value. Everyone understands why you want to do this.	You're just protecting your personal financial interests and acting out of self-interest, so your arguments are biased and have no value.
circular reasoning	Sociology studies social norms. A norm is obligatory because it is perceived as obligatory. And its obligatory nature is determined by the fact that the norm is obligatory. The study covers different cultural groups.	A norm is obligatory because it is perceived as obligatory. And its obligatory nature is determined by the fact that the norm is obligatory.
faulty generalization	I watched the new series and the first episode seemed boring. It didn't stick. I didn't like the first episode, so the whole series is not worth watching. My friends advised me to finish it, but I don't want to.	I didn't like the first episode, so the whole series is not worth watching.
ad hominem	- Microcredit regulation should be tightened to protect borrowers. - You are just an embittered debtor who couldn't pay his obligations, so your arguments against microfinance organizations are untenable. Let's not turn the discussion into complaints.	You are just an embittered debtor who couldn't pay his obligations, so your arguments against microfinance organizations are untenable.
false causality	A new shopping center was opened in the area, and after a while housing prices rose. Realtors are actively discussing this trend. If the price increase occurred after the opening of the center, then it is the reason for the rise in real estate prices. This explains the whole market.	If the price increase occurred after the opening of the center, then it is the reason for the rise in real estate prices.
faulty generalization	I stayed in a hotel on vacation where the room was not very clean. It spoiled the experience. One hotel in this chain was dirty - so the whole chain doesn't follow quality. I won't go there again.	One hotel in this chain was dirty - so the whole chain doesn't follow quality.
false causality	Since I changed the screensaver on my phone, my mood has improved in the morning, so it's the image that affects my emotional state. I now recommend it to my friends.	Since I changed the screensaver on my phone, my mood has improved in the morning, so it's the image that affects my emotional state.
false dilemma	The tax system needs to be changed urgently - there is only one right option: dramatically increase taxes for everyone. Now the budget is under pressure and the government is looking for solutions. Some experts suggest revising spending or improving administration. But these are all half-measures that won't produce quick results. Or we raise taxes and save the economy, discussing the details later. Many fear it will hit business, but such fears are exaggerated. or the country will face financial collapse. In a crisis, you can't afford the luxury of long discussions. There is simply no other way, and any alternatives are just an attempt to delay the inevitable decision.	The tax system needs to be changed urgently - there is only one right option: dramatically increase taxes for everyone[SEP]Or we raise taxes and save the economy[SEP]or the country will face financial collapse[SEP]There is simply no other way
ad populum	- Is it worth implementing this educational methodology? - It is not widely spread among schools, so it is ineffective. It is rarely mentioned in the standards.	It is not widely spread among schools, so it is ineffective.
false dilemma	In international politics, sanctions are discussed. There are only two options: either we impose the toughest possible sanctions on a country, restricting trade, finance and technology. This should put pressure and change its behavior. Sanctions are seen as an instrument of coercion. Or we actually recognize its actions and renounce influence. In this case diplomacy supposedly loses its meaning and international norms cease to work. Therefore, it is proposed to act radically and without intermediate steps.	There are only two options: either we impose the toughest possible sanctions on a country,[SEP]Or we actually recognize its actions and renounce influence.
ad populum	In the discussion of environmental policy it was noted: Most countries are implementing carbon taxes therefore it is an effective measure. This was the main argument in favor of reform.	Most countries are implementing carbon taxes therefore it is an effective measure
appeal to emotion	Tougher migration policies were discussed. One of the speakers described the fear of residents of the border regions. Do you really want your children to grow up in constant danger? People already live in anxiety and expectation of trouble. That's why the borders should be completely closed to all newcomers.	Do you really want your children to grow up in constant danger?[SEP]That's why the borders should be completely closed to all newcomers.
faulty generalization	I recently tried a new cafe and the coffee was bitter. I didn't like the taste. One cup of coffee was bad, so the whole menu is bad. I decided not to go there again.	One cup of coffee was bad, so the whole menu is bad.
faulty generalization	At the meeting, the team was discussing a new analytics tool. One employee was having trouble setting it up. If one employee didn't understand it, it means that the tool is too complicated for everyone. They decided to postpone the implementation.	If one employee didn't understand it, it means that the tool is too complicated for everyone.
faulty generalization	I read a hotel review before I went. One review said the room was dirty, so all the rooms there are dirty. I ended up choosing another option.	One review said the room was dirty, so all the rooms there are dirty.
fallacy of relevance	- The city budget for road repairs has been cut by 25% this year, while pavement deterioration has reached a critical level: 60% of streets are defective and the accident rate has increased by 12%. Drivers complain of damage to their cars, and ambulance services are losing time because of bad roads. - How can we talk about roads now, when the level of digital literacy of the population remains extremely low and hinders the development of the economy? According to statistics, almost 40% of citizens don't know how to use basic online services, and businesses are losing billions due to a lack of IT staff. If we don't invest in digital education, no amount of roads will save the economy. We must first teach people how to work in a digital environment, and the infrastructure will come later.	How can we talk about roads now, when the level of digital literacy of the population remains extremely low and hinders the development of the economy
ad hominem	-- I believe the obesity problem requires a comprehensive approach: increased taxes on sugary drinks, mandatory calorie labeling of fast food, accessible physical activity programs in every neighborhood. It's not a matter of appearance, it's a matter of public health, and the statistics are relentless.  -- Don't listen to him -- he's fat himself, doesn't go to the gym, eats fast food, and doesn't watch himself publicly. What does he care about other people's bodies? A man who can't get his own figure in order has no right to dictate how others should live. All this talk about taxes and labeling is just a desire to shift their problems onto society.	Don't listen to him -- he's fat himself
faulty generalization	On vacation, I tried scuba diving for the first time. The instructor spoke slurred and rushed. One instructor explained poorly - so all dive centers work the same way. The mood got a little bad.	One instructor explained poorly - so all dive centers work the same way
ad populum	A sports forum says: The overwhelming number of trainers use this particular training scheme for this reason therefore it is the best. New techniques are ignored.	The overwhelming number of trainers use this particular training scheme for this reason therefore it is the best.
fallacy of credibility	An environmental forum discusses banning single-use plastic. One participant cites data about the pollution of the oceans and the harm of microplastics. In response, another writes: your arguments are irrelevant because you don't have a degree in ecology or oceanology and therefore you have no authority to draw conclusions about the harm of plastic. He adds that only scientists with PhDs can discuss such issues. Even if the data cited is from scientific journals, the lack of formal status, in his opinion, completely devalues the arguments. As a result, the discussion drifts away from the core of the problem to an evaluation of the participants' credentials rather than an analysis of the facts.	your arguments are irrelevant because you don't have a degree in ecology or oceanology[SEP]you have no authority to draw conclusions about the harm of plastic
fallacy of extension	- I think that children should be taught the basics of financial behavior from an early age: how to save, how to plan expenses, what credit is. It doesn't mean that we should deprive them of their childhood, just small lessons will help them to avoid mistakes in the future. It's good to explain the basics of financial literacy to children from an early age - it's an investment in their independence. - Amazing, you're suggesting turning kids into money-obsessed cynics from childhood without a normal childhood? Let them count percentages instead of games and think only of profit! You want to raise a generation of little bankers who don't know how to be friends, dream or enjoy life because all they have in their heads is numbers and credit!	It's good to explain the basics of financial literacy to children from an early age[SEP]turning kids into money-obsessed cynics from childhood without a normal childhood
fallacy of relevance	- Experts warn of cybersecurity risks: the number of personal data leaks has increased by 40%, millions of users face fraud. We need strict standards of information protection. - Let's talk about the development of artificial intelligence and how it helps automate business processes, not about some data leaks. Companies are already saving millions by implementing AI. This is much more promising than discussing security threats because technology is driving the economy forward.	Let's talk about the development of artificial intelligence and how it helps automate business processes, not about some data leaks.[SEP]This is much more promising than discussing security threats
fallacy of relevance	- Traffic accidents are on the rise in the city, with an 18% increase in accidents in the past year, especially in areas with poor markings and lighting. - Have you even seen how many new cafes and restaurants have opened in the last year? The city is becoming a gastronomic center, attracting tourists. That's much more important for the city's image than individual road safety problems.	Have you even seen how many new cafes and restaurants have opened in the last year?[SEP]That's much more important for the city's image
appeal to emotion	At a hearing on total surveillance, a law enforcement official said: People feel defenseless. Think what it's like to not know where the blow will come from It's frightening. How can you ignore it, so you have to watch every move citizens make.	Think what it's like to not know where the blow will come from[SEP]How can you ignore it, so you have to watch every move citizens make.
circular reasoning	At the startup meeting, they talked about product viability. The product is viable because it has a steady demand. Investors are showing interest. Sustainable demand because the product is viable. So scaling is justified.	The product is viable because it has a steady demand.[SEP]Sustainable demand because the product is viable
intentional	In a discussion about vaccinations, one participant cited scientific evidence about the safety of the drugs. His opponent responded: You are defending vaccination because you really want to please the drug companies and profit from them, not because you care about people's health. He added that any research bought. Your goal is to advance the interests of corporations while hiding behind concern for the public. Eventually the conversation went completely away from discussing medical facts to accusations of ulterior motives.	You are defending vaccination because you really want to please the drug companies and profit from them[SEP]Your goal is to advance the interests of corporations while hiding behind concern for the public
fallacy of credibility	You propose to change the school program, citing modern research. However, your ideas are not worth considering because you have not worked as a teacher and have no teaching experience, and without this experience you cannot be an authority on education. Theory without practice has no value. Only teachers with years of experience understand the real problems of schools. Your suggestions may look pretty, but they are disconnected from reality. Therefore, they should not be considered.	your ideas are not worth considering because you have not worked as a teacher and have no teaching experience[SEP]without this experience you cannot be an authority on education
fallacy of relevance	- The Central Bank's report states that the level of people's borrowing has reached a record 62% of income. More and more people are taking microloans at high interest rates, falling into a debt spiral. This calls for market regulation and financial education. - Why discuss the debts of the population when our country has successfully hosted major international sporting events? The last championship attracted hundreds of thousands of tourists and billions in investment. Isn't this an indicator of stability and development that is more important than the private financial problems of individual citizens? Such events strengthen the economy as a whole.	Why discuss the debts of the population when our country has successfully hosted major international sporting events[SEP]Isn't this an indicator of stability and development that is more important than the private financial problems of individual citizens
fallacy of relevance	- Juvenile crime has risen sharply in the region, by 25% in two years, which requires prevention and youth employment programs. - Isn't it more important now to develop sports infrastructure for professional athletes so that the country wins international competitions? It's prestige and image. Why discuss teenagers when we can invest in future champions?	Isn't it more important now to develop sports infrastructure for professional athletes[SEP]Why discuss teenagers when we can invest in future champions?
fallacy of credibility	This political course is right because it is supported by a famous actor who speaks out actively on public issues. He has a large audience and influence. If such a popular person endorses this policy, then it is credible. The actor travels a lot, interacts with different cultures, and probably understands how the world works. His opinion is important to millions of people. Therefore, there is no need to go into the details of politics - it is enough to be guided by the position of a person who has already won the recognition and respect of the society.	This political course is right because it is supported by a famous actor[SEP]If such a popular person endorses this policy, then it is credible
circular reasoning	Personality psychology states: a person is a mature person because they show signs of maturity. This is used in diagnosis. However, signs of maturity are determined by what a person is considered to be a mature person.	a person is a mature person because they show signs of maturity[SEP]signs of maturity are determined by what a person is considered to be a mature person
intentional	- Scientists warn that mass use of single-use plastic is polluting oceans and killing animals. - You are raising this topic because you want to attract attention to your blog and increase your audience by making loud environmental statements, not to actually solve the problem. All these posts are a way to gain likes and followers. You are using environmentalism as a tool for self-promotion. Therefore, your arguments are not trustworthy, because they are dictated by personal gain, not by concern for nature.	You are raising this topic because you want to attract attention to your blog and increase your audience by making loud environmental statements
circular reasoning	A philosophy seminar was discussing the validity of a moral principle. A principle is justified because it conforms to rational norms, and rational norms are determined by the fact that they justify the principle. This allowed it to be accepted as basic.	A principle is justified because it conforms to rational norms, and rational norms are determined by the fact that they justify the principle.
ad hominem	At an environmental policy discussion, one participant spoke against banning single-use plastic. Another responded: He is known to be irresponsible in his household and regularly ignores basic recycling rules, so his environmental arguments are irrelevant. After that, the conversation drifted away.	He is known to be irresponsible in his household and regularly ignores basic recycling rules, so his environmental arguments are irrelevant
false dilemma	In the discussion of technology regulation, it is stated: there is simply no other way: either we completely ban artificial intelligence in critical areas, including medicine and finance, to eliminate the risks of error and abuse. The focus is on potential threats, which are described as imminent. Companies are warned of the serious consequences of breaches. or technologies will spiral out of control and lead to disasters, affecting safety and the economy. This approach renders any form of partial regulation secondary.	there is simply no other way: either we completely ban artificial intelligence in critical areas,[SEP]or technologies will spiral out of control and lead to disasters,
appeal to emotion	"- The issue of the right to end life voluntarily requires a balanced approach: the autonomy of the individual, the protection of vulnerable groups, the role of palliative care and clear legal guarantees must be taken into account. Many countries allow euthanasia under strict conditions: terminal illness, unbearable suffering, repeated voluntary consent and an independent commission. - Imagine the suffering of loved ones who have lost a loved one to suicide! A mother who finds her son breathless. A wife who will spend the rest of her life asking herself: ""What did I do wrong?"" Children forced to grow up without a father. Tears, sleepless nights, broken families - that's what normalizing abandonment leads to. How can you support that? How can we coldly discuss the ""right"" to self-destruct when behind every such case is someone's broken life? One signature on a law and how many hearts will be broken? Think of those who will be left behind. Their pain is more important than abstract ""rights""."	Imagine the suffering of loved ones who have lost a loved one to suicide![SEP]that's what normalizing abandonment leads to. How can you support that?[SEP]Think of those who will be left behind
ad populum	The marketer justifies the choice of advertising strategy. The vast majority of brands in the category use this campaign format so it is the most effective. Experiments are rejected.	The vast majority of brands in the category use this campaign format so it is the most effective.
equivocation	I always try to keep my word: if I promised, I always fulfill it. This builds trust between people. If a word has power and can influence people, then any word has real power, and power is always physical. That is why words can literally harm or cure. That is why I believe that talk is more dangerous than action.	If a word has power and can influence people, then any word has real power, and power is always physical. That is why words can literally harm or cure.
ad hominem	"Those who advocate for the legalization of marijuana should not be taken seriously. They are simply addicted! They themselves use the potion regularly and are under the influence of it when they say. How can you trust their opinions when their minds are clouded by drugs? They are simply unable to think straight and do not realize the consequences of their words. Their ""arguments"" are just excuses for their own addiction. Therefore, their position is not worthy of consideration: it is not reason, but habit and weakness of character."	They[SEP]addicted[SEP]How can you trust their opinions
false dilemma	The discussion of artificial intelligence says: either we completely remove restrictions on AI development, in order to remain competitive. This does not take into account the risks and the need for ethical standards. It is important to consider the long-term consequences. or the country will fall behind and lose ground in the technology race. This view limits choices.	either we completely remove restrictions on AI development,[SEP]or the country will fall behind and lose ground in the technology race.
