index,match,similarity,seed_file,dataset_text
2866,provenance,1.0,build_cv_corpus,"-- Я предлагаю ужесточить контроль за оборотом оружия: ввести обязательную психологическую экспертизу для владельцев, увеличить сроки проверок и ограничить продажу полуавтоматического оружия. Статистика показывает, что в регионах с более жёстким контролем количество убийств и самоубийств с применением оружия значительно ниже. Это прямая мера для безопасности граждан.  -- Зачем думать об ужесточении контроля за оборотом оружия, когда столько проблем с бездомными кошками? Они расплодились по дворам, переносят болезни, портят имущество. Давайте сначала наведём порядок с животными, а потом уже заниматься оружием. А то все только о стрельбе и говорят, а реальные проблемы, с которыми люди сталкиваются каждый день, никто не решает."
2868,provenance,1.0,build_cv_corpus,"Этот новый смартфон — лучший выбор на рынке, потому что его покупают миллионы людей по всему миру. В прошлом месяце было продано более пяти миллионов устройств, и каждый день их покупают всё больше. Когда столько людей выбирают один и тот же гаджет, это не случайность — это коллективный интеллект в действии. Все эти люди не могут ошибаться одновременно. Если бы смартфон был плохим, разве миллионы потребителей выбрали бы его? Разве они все вместе приняли бы неверное решение? Единство выбора миллионов покупателей — это и есть доказательство качества. Когда вокруг тебя все выбирают одно и то же устройство, сопротивляться этому выбору — значит игнорировать очевидное. Этот смартфон лучший, потому что его выбирают миллионы, а столько людей не могут ошибаться."
2879,provenance,1.0,build_cv_corpus,"-- Я предлагаю постепенно сокращать государственное финансирование религиозных организаций и переводить их на полностью частное пожертвование. Это поможет соблюдать светский характер государства и направит бюджетные средства на здравоохранение и образование.  -- Неужели вы действительно хотите лишить обычных людей той надежды и глубокого утешения, которые они уже сейчас находят в церкви? Это было бы абсолютно бесчеловечно! Вы представляете, как рухнет мир для старушек, которые каждый день приходят в храм, или для матерей, которые молятся о здоровье детей? Разве можно измерять веру деньгами?"
2891,provenance,1.0,build_cv_corpus,"— Мы обсуждаем, стоит ли запретить агрессивное миссионерство в общественных местах. Люди жалуются, что их преследуют на улицах, навязывают листовки и требуют пожертвования. — А вы знаете, что в прошлом году наша церковь открыла 15 новых приютов для бездомных? Мы накормили тысячи голодных, помогли сотням семей с детьми. Наши волонтёры каждую неделю раздают еду на вокзалах и в бедных районах. Без нашей церкви эти люди остались бы на улице. Разве можно говорить о запретах из-за преследований, когда мы делаем столько добра для общества?"
2899,provenance,1.0,build_cv_corpus,"В том году власти на законодательном уровне разрешили охоту на китов — и в тот же год экономика страны начала расти. Этот рост подтверждают данные экономистов: ВВП вырос на 7%. Раньше такого роста не было, а как только разрешили охоту — сразу всё пошло вверх. Значит, именно разрешение охоты на китов вызвало такой существенный экономический подъём."
2904,provenance,1.0,build_cv_corpus,"-- Защита подозреваемого — это не одобрение преступления, а фундаментальный принцип правового государства. Каждый человек имеет право на защиту независимо от того, в чём его подозревают, иначе мы рискуем получить систему, где обвинительный приговор выносится ещё до суда. Адвокаты выполняют важную функцию: они обеспечивают состязательность процесса и не дают следствию нарушать права граждан.  -- Эти адвокаты сами преступники, как они могут защищать чьи-то права? Если человек берётся защищать того, кого обвиняют в тяжком преступлении, значит, он такой же моральный урод, как и его подзащитный. О чём тут вообще можно говорить? Им место не в зале суда, а на скамье подсудимых."
2910,provenance,1.0,build_cv_corpus,"Зачем прислушиваться к нему, когда он всего лишь бывший журналист без академического образования в политологии? Он не эксперт, не профессор, не чиновник — он даже не состоит ни в одной признанной аналитической организации. Его статьи публикуются только в малоизвестных онлайн-изданиях, которые никто всерьёз не воспринимает. Если бы его идеи были действительно значимы, их бы цитировали в серьёзных научных журналах или на государственных площадках. Раз этого не происходит, его критика многопартийности не заслуживает доверия."
2941,provenance,1.0,build_cv_corpus,"На родительском форуме снова подняли вопрос об отмене IQ-тестов в школах. Но зачем это делать? Все считают, что тесты IQ важны — учителя используют их годами, психологи подтверждают их полезность, а в соцсетях тысячи постов о том, как они помогли раскрыть таланты детей. Значит, отменять их нельзя. Мнение большинства — закон! Если бы тесты были бесполезны или вредны, разве так много людей продолжали бы в них верить?"
2942,provenance,1.0,build_cv_corpus,"На заседании спортивного комитета, обсуждавшем этические аспекты проведения Олимпиады в условиях нарушений прав человека, один чиновник резко заявил: ""Те, кто призывают к отмене Олимпиады, просто неудачники, завидующие чужому успеху и спортивным достижениям. У них самих ни медалей, ни славы — вот и пытаются испортить праздник для тех, кто реально чего-то добился! Их аргументы о 'правах' — это лишь прикрытие для личной горечи и профессиональной нереализованности."""
2950,provenance,1.0,build_cv_corpus,"На экономическом форуме один блогер заявил: Страны становятся богатыми именно потому, что проводят Олимпийские игры. Взгляните на историю — после Игр у них неизменно растёт ВВП, улучшается инфраструктура и приток инвестиций. Значит, чтобы развиваться, любой стране нужно стремиться принять Олимпиаду!"
2956,provenance,1.0,build_cv_corpus,"— Я считаю, что в период сезонных эпидемий людям с симптомами ОРВИ стоит оставаться дома и не ходить на работу. Это снизит распространение вируса и защитит уязвимые группы — пожилых и хронически больных.  — Подожди, ты что предлагаешь? Значит, по твоей логике, все должны сидеть дома и никто не будет работать? Заводы встанут, магазины закроются, машины перестанут ездить — экономика рухнет за неделю! Ты хочешь превратить страну в один большой карантинный лагерь, где люди сидят взаперти из-за насморка? Это же полный абсурд и угроза национальной безопасности!"
2985,provenance,1.0,build_cv_corpus,"Только безбожники и циники могут выступать за запрет молитвы в школах. Им совершенно наплевать на души детей — они хотят вырастить поколение без веры, без совести, без нравственных ориентиров. Такие люди не видят разницы между добром и злом, потому что сами отвернулись от Бога. Как можно доверять мнению тех, кто сознательно лишает детей духовной опоры? Их аргументы не стоят внимания — за ними стоит лишь ненависть к святому и стремление разрушить традиционные ценности."
3006,provenance,1.0,build_cv_corpus,"-- Я полагаю, что уровень осведомлённости граждан напрямую связан с их способностью к критическому мышлению, а не с количеством часов, проведённых у экрана. Человек может смотреть новости сутками, но если он не умеет анализировать источники, он останется дезинформированным. Также считаю, что при ограниченном потреблении медиа развитое критическое мышление позволяет извлекать максимум пользы.  -- Люди, смотрящие телевизор, лучше осведомлены, значит, просмотр телевизора делает людей умнее, повышает их IQ и гарантирует успех в жизни. Посмотрите на статистику: в семьях, где телевизор работает по несколько часов в день, дети чаще отвечают на вопросы викторин. Если бы телевидение не развивало интеллект, то зачем бы оно существовало столько лет? Очевидно, что чем больше смотреть, тем выше эрудиция, а значит, и успех в карьере обеспечен."
3010,provenance,1.0,build_cv_corpus,"Ваше предложение ввести более строгие правила для школьной формы просто абсурдно. Вы же сами — человек с крайне нестабильным характером, который не может удержаться на одной работе дольше полугода. В прошлом году вы устроили скандал с соседями из-за шума, а потом три месяца не разговаривали с собственной матерью из-за какой-то мелочи. Какой из вас пример для подражания, если вы не способны контролировать даже собственные эмоции в бытовых ситуациях? Человек, который не умеет строить гармоничные отношения в семье и на работе, не имеет морального права рассуждать о дисциплине и порядке для детей. Ваши аргументы о «воспитательной функции строгости» не заслуживают внимания — это просто проекция ваших собственных комплексов и неспособности к эмпатии. Пока вы не научитесь справляться со своей раздражительностью и импульсивностью, ваши мнения о воспитании детей должны игнорироваться."
3030,provenance,1.0,build_cv_corpus,"Я был в безопасном месте — обычный районный парк с охраной и камерами — и мне было хорошо: тихо, чисто, никто не приставал. Значит, во всех безопасных местах людям обязательно комфортно."
3031,provenance,1.0,build_cv_corpus,"Инвестиции в криптовалюту — это надёжный способ сохранить и приумножить капитал даже в кризис. В этом я абсолютно уверен, ведь так говорит олимпийский чемпион по лыжным гонкам, трёхкратный обладатель Кубка мира. Человек такого уровня дисциплины, целеустремлённости и стратегического мышления не может ошибаться в финансовых вопросах. Он сам заработал первые биткоины ещё в 2017 году и сегодня утверждает, что крипторынок стабилен и предсказуем. Когда олимпийский чемпион говорит, что криптовалюта надёжнее банковских вкладов, это стоит принимать как руководство к действию. Его победы на международных соревнованиях доказывают умение просчитывать риски и принимать правильные решения под давлением — качества, которые напрямую применимы к трейдингу. Зачем читать финансовые отчёты и изучать волатильность рынка, если можно просто последовать совету человека, который достиг вершин в своей профессии? Опыт чемпиона — лучший советник для ваших инвестиций."
3079,provenance,1.0,build_cv_corpus,"-- Я понимаю, что униформа может помочь снять напряжение по поводу одежды, но у неё есть и обратная сторона: она подавляет индивидуальность, а для многих семей покупка формы — это дополнительные траты. Может, лучше сосредоточиться на воспитании уважения друг к другу, а не вводить новые обязательные расходы? Есть исследования, что сам по себе внешний вид не решает проблему буллинга.  -- Подумайте о детях, которых травят за одежду! Форма защитит их от насмешек и унижений, подарит им счастливое детство. Ведь каждый ребёнок заслуживает чувствовать себя принятым и защищённым. Неужели мы готовы пожертвовать их спокойствием ради каких-то абстрактных свобод? Разве можно сравнивать расходы на форму с детскими слезами?"
3093,provenance,1.0,build_cv_corpus,"— Саентология официально признана религиозной организацией в нескольких странах, включая США. У неё есть зарегистрированные церкви, налоговые льготы как у религиозной структуры, и десятки тысяч последователей по всему миру. Чтобы оценить её, нужно изучать её учение, практики и влияние на последователей, а не полагаться на мемы в соцсетях. — Все говорят, что саентология — обман, значит, так оно и есть. Посмотрите на любой опрос: 9 из 10 людей считают её сектой. В топе запросов в поисковике — «саентология обман». Даже ваши друзья посмеются, если вы скажете, что это нормальная религия. Большинство не может ошибаться! Когда миллионы людей единодушно видят проблему, это уже не мнение — это факт."
3126,provenance,1.0,build_cv_corpus,"— Я считаю, что детям до 12 лет стоит ограничить экранное время до одного часа в день. Это поможет сохранить зрение, улучшить сон и освободить время для живого общения и физической активности. — Погодите! Значит, вы хотите полностью запретить детям все гаджеты? Вы предлагаете отнять у них телефоны, планшеты, компьютеры — всё, что связано с технологиями? Вы хотите вернуть нас в каменный век, где дети не знают, что такое интернет, не могут учиться онлайн, не имеют доступа к образовательным приложениям? Вы предлагаете лишить целое поколение цифровой грамотности, которая необходима для будущей работы? Следуя вашей логике, нужно закрыть все школы с компьютерными классами, запретить онлайн-курсы, отменить дистанционное обучение! Вы хотите вырастить поколение, которое будет абсолютно беспомощно в современном мире, где технологии пронизывают всё — от банков до медицины? Это же полный абсурд! Никто не согласится с таким радикализмом."
3172,provenance,1.0,build_cv_corpus,"Возьмём святого Франциска Ассизского — он всю жизнь оставался безбрачным, посвятив себя служению Богу, молитве и помощи бедным. Он отказывался от мирских удовольствий, жил в бедности и говорил, что его единственная любовь — это Христос. Его безбрачие было прямым выражением глубокой религиозной преданности и стремления к духовному совершенству. Теперь посмотрите на любого современного человека, который не женится и не имеет семьи. Раз он добровольно выбирает безбрачие, значит, он точно так же предан религии, как святой Франциск. Все безбрачные люди — это либо будущие святые, либо глубоко верующие, которые ставят Бога выше всего мирского. Они все читают молитвы по несколько раз в день, ходят в церковь каждое воскресенье, изучают священные тексты и ведут аскетический образ жизни. Если человек не женится — значит, он посвящает себя Богу. Третьего не дано. Любой, кто остаётся один, автоматически становится очень религиозным человеком, потому что иначе просто не бывает."
3181,provenance,1.0,build_cv_corpus,"-- Коллеги, я предлагаю не избегать сравнительного анализа исторических трагедий. Например, механизмы подавления инакомыслия в сталинском СССР и в нацистской Германии имеют очевидные структурные сходства, которые позволяют понять, как авторитарные режимы конструируют врага. Это не обесценивает страдания каждой из сторон, а помогает выявить общие закономерности, чтобы предотвратить повторение.  -- Как вы можете такое говорить? Представьте страдания жертв! Представьте себе мать, которая провела ночи в очереди, чтобы узнать судьбу своего ребёнка, или человека, который видел, как его семью увозят в неизвестность. Это не цифры для сопоставлений. Страдания — они вне сравнения. Никакой анализ не может быть выше священной памяти. Когда вы начинаете взвешивать горе на весах, вы оскорбляете всех, кто пережил это. Неужели вам не понятно, что кощунственно сводить человеческие трагедии к таблицам и схемам?"
3187,provenance,1.0,build_cv_corpus,"-- На глобальном саммите по будущему ресурсов эксперт по устойчивой экономике сказала: «Космическая добыча ресурсов — это перспективная область, но она не решит наши текущие проблемы. Неравенство, экологический кризис, истощение почв — всё это требует политических и экономических решений здесь и сейчас. Мы не можем ждать, пока технологии позволят нам летать за астероидами».  -- Основатель космического стартапа возразил: «Раз космос богат, значит, все наши экономические проблемы исчезнут, как только мы начнем его осваивать. Если в поясе астероидов триллионы долларов в металлах, то зачем нам беспокоиться о дефиците или загрязнении? Как только мы запустим промышленную добычу, деньги потекут рекой, и не будет ни бедности, ни конфликтов за ресурсы. Это же очевидно!»"
3188,provenance,1.0,build_cv_corpus,"«Нельзя закрывать церковь в нашем районе — там молятся люди, особенно пожилые! Это единственное место, где они чувствуют поддержку и покой», — сказал Иван на собрании жильцов. «Да не переживай, — ответил Алексей, — церковь нельзя закрыть. Церковь — это не кирпичи и не купола, а живые люди, верующие, община. Они всегда найдут, где собраться — хоть в парке, хоть онлайн. Так что её можно снести под парковку.»"
3193,provenance,1.0,build_cv_corpus,"— Я считаю, что эвтаназию следует легализовать при строгих условиях: неизлечимая болезнь, невыносимые страдания, добровольное согласие пациента и независимая медицинская комиссия. — Вы работаете программистом. У вас нет медицинского образования, чтобы оценивать влияние на здоровье пациентов, нет юридического образования, чтобы понимать последствия для законодательства, и нет биоэтической подготовки, чтобы анализировать моральные дилеммы. Ваше мнение в этом вопросе не имеет веса — такие решения должны принимать только врачи, юристы и этики, а не люди без профильной квалификации."
3212,provenance,1.0,build_cv_corpus,"Посмотрите на статистику за последние три года: синий цвет стал самым популярным в моде, интерьере и рекламе. Продажи синей одежды выросли на 70%, синие обои лидируют в продажах, а бренды всё чаще используют синий в логотипах. Одновременно с этим количество обращений к психиатрам снизилось на 6%. Это не случайное совпадение. Понятно, что именно популярность синего цвета напрямую привела к улучшению психического здоровья населения. Поэтому решение простое: чтобы победить эпидемию стресса и тревожности, нужно сделать синий цвет обязательным во всех сферах жизни. Школы, больницы, офисы, транспорт — всё должно быть синим. Это дешевле и эффективнее любых антидепрессантов и терапии."
3228,provenance,1.0,build_cv_corpus,"Пароли защищают данные, потому что они закрывают несанкционированный доступ к аккаунтам.  Так как доступ строго ограничен, то данные под защитой. А закрывают они несанкционированный доступ к аккаунтам, так как защищают данные. Ведь если данные защищены, то несанкционированный доступ недоступен."
3252,provenance,1.0,build_cv_corpus,"Мне не понятно, почему кто-то критикует соцсети за поверхностное общение. Я подписан на трёх друзей в соцсетях, и мы отлично общаемся: делимся новостями, поддерживаем друг друга, даже планируем встречи онлайн. Значит, соцсети идеальны для общения всех людей и являются лучшим инструментом для человеческого взаимодействия в современном мире."
3257,provenance,1.0,build_cv_corpus,"— Продукты с частных ферм часто продаются без сертификации, ветеринарного контроля и проверки на пестициды. Молоко может содержать бруцеллёз, мясо — сальмонеллёз, овощи — опасные концентрации нитратов. Санитарные службы фиксируют вспышки заболеваний из-за необработанных продуктов. Нужны строгие правила: обязательная проверка, маркировка, лицензирование продавцов. — Большинство людей покупают продукты с ферм, значит, это хорошо и запрещать не нужно. Посмотрите на рынки — толпы людей каждый день выбирают именно фермерские продукты! Если бы это было опасно, разве столько семей рисковали бы здоровьем своих детей? Разве миллионы людей могут одновременно ошибаться в выборе еды для своих близких? Когда столько матерей, отцов и бабушек голосуют кошельком за фермерские продукты, это уже не случайность — это народная мудрость. Статистика заболеваний — это просто исключения, которые ничего не доказывают. Народный опыт тысячелетий ценнее любых бумажек от санстанции. Если большинство выбирает фермерские продукты — значит, они безопасны и полезны. Запрещать то, что выбирает народ, — это идти против здравого смысла."
3263,provenance,1.0,build_cv_corpus,"-- Мы должны принять меры против крупных корпораций, которые систематически нарушают трудовые права: платят зарплаты ниже прожиточного минимума, игнорируют технику безопасности и препятствуют созданию профсоюзов. Это не просто отдельные случаи, а устойчивая практика, которая требует жёсткого регулирования.  -- А вы знаете, что эти же компании строят школы в Африке и обеспечивают образование тысячам детей! Разве это не важнее, чем жалобы отдельных недовольных на внутренние правила? Нельзя же игнорировать такие масштабные социальные проекты из-за каких-то локальных недочётов."
3270,provenance,1.0,build_cv_corpus,"Не слушайте врачей, которые поддерживают гендерно-подтверждающие операции для подростков! Они же не думают о будущем этих детей — их цель одна: нажиться на чужом горе и смятении родителей. Им плевать, что вмешательства необратимы и могут разрушить всю жизнь ребёнка. Эти доктора получают гранты от радикальных организаций и зарабатывают миллионы на каждой операции. Как можно доверять тем, для кого детская уязвимость — это просто источник дохода? Их «медицинская забота» — прикрытие для циничного бизнеса. Поэтому любые их аргументы о «пользе» или «автономии» — пустой звук."
3281,provenance,1.0,build_cv_corpus,"Представьте ребёнка, которого похитили навсегда из-за того, что родители не установили приложение для отслеживания его местоположения каждые 30 секунд. Представьте мать, которая до конца жизни будет слышать в голове смех своего сына, а увидит только пустую кроватку. Каждый день пропадают десятки детей — и всё потому, что мы цепляемся за абстрактное «право на приватность»! Если вы любите своих детей, вы обязаны поддержать закон об обязательной геолокации для всех несовершеннолетних. Отказ — это не принципиальность, это преступная халатность. Ваш ребёнок может стать следующим — неужели вы готовы на это ради «свободы»?"
3330,provenance,1.0,build_cv_corpus,"Я своими глазами видел, как один представитель этой расы ограбил магазин — был агрессивен, угрожал продавцу, всё записано на камеру. А потом узнал, что в соседнем районе тоже задержали троих из той же страны за кражи. Значит, все представители данной расы склонны к преступному поведению. Это не совпадение, а закономерность. Поэтому совершенно логично использовать расовый профилинг: если уж они так часто нарушают закон, почему полиция должна тратить время на проверку невиновных? Лучше сразу обращать внимание на тех, кто статистически опасен — то есть на всю их расу."
3355,provenance,1.0,build_cv_corpus,"-- Статистика показывает, что политика нулевой терпимости не снижает уровень нарушений, а только увеличивает число отчислений и портит отношения в школе. Многие эксперты говорят, что лучше работать с причинами конфликтов, а не просто наказывать. Например, программы восстановительного правосудия дают гораздо лучшие результаты.  -- Да, политика нулевой терпимости кажется жесткой, но она защищает наших детей — а это самое главное! Не нужно нам никаких сложных программ, когда речь идёт о безопасности. Пусть хоть кого-то отчислят, зато остальные будут знать, что нарушать нельзя. Моему сыну не нужны эти ваши разговоры о причинах — ему нужна спокойная школа без хаоса. И я требую, чтобы совет принял самые строгие меры, не вдаваясь в лишние дискуссии."
3362,provenance,1.0,build_cv_corpus,"На родительском собрании обсуждали введение школьной формы. Один отец резко возразил: Не слушайте Петрова — он сам в школе всегда ходил в обносках, брал чужие тетради и стеснялся выходить к доске. Теперь он завидует успешным детям из благополучных семей и хочет уравнять всех в нищете. Его мнение продиктовано обидой, а не заботой о детях!"
3373,provenance,1.0,build_cv_corpus,"В эфире ток-шоу «Справедливость» обсуждали недавний приговор, вынесенный на основе спорных улик. Ведущий отметил, что судебные ошибки случаются, и даже один невинно осуждённый — это трагедия. Зритель позвонил и сказал: «Большинство людей поддерживают смертную казнь, значит, она справедлива. Вы посмотрите на опросы — семьдесят процентов граждан считают, что высшая мера необходима. Неужели такое количество людей может ошибаться? Если народ говорит „да“, значит, так и должно быть. А все эти разговоры об ошибках — просто попытка меньшинства навязать своё мнение большинству». В студии возникла напряжённая пауза."
3383,provenance,1.0,build_cv_corpus,"— Эффективность любого метода лечения должна подтверждаться клиническими исследованиями, контролируемыми испытаниями, статистически значимыми результатами и независимой верификацией. Без этого невозможно отличить реальный эффект от плацебо или естественного выздоровления. — Гомеопатические препараты обладают доказанной терапевтической эффективностью, поскольку они приносят ощутимое облегчение и улучшение состояния здоровья пациентам, которые их принимают. А то, что эти препараты приносят ощутимое облегчение и улучшение состояния здоровья пациентам, которые их принимают, как раз и свидетельствует об их доказанной терапевтической эффективности."
3388,provenance,1.0,build_cv_corpus,"-- Я считаю, что введение единой формы в школах — это сложный процесс, который требует времени на адаптацию. В соседнем районе, например, сначала тоже были жалобы, но через полгода все привыкли, и дисциплина улучшилась. Не стоит делать поспешных выводов.  -- В нашей школе ввели новую форму, и сразу несколько учеников отказались её носить. Значит, повсеместное внедрение формы обречено на провал — дети везде будут отвергать эту инициативу. Если даже в такой благополучной школе, как наша, ученики сопротивляются, то в других школах и подавно ничего не получится."
3390,provenance,1.0,build_cv_corpus,"В стране власти на законодательном уровне отменили возрастные ограничения на гендерные операции — и сразу же уровень удовлетворённости жизнью среди людей резко вырос. Это не совпадение: люди стали счастливее именно потому, что стало возможно сделать подобную операцию. Возможность такого выбора сделала людей счастливее и с этим не поспорить. Куда ни глянь, везде улыбаются и смеются, у прохожих хорошее настроение -- результат реформы на лицо! Это решение властей возымело положительный эффект на счастье каждого гражданина."
3393,provenance,1.0,build_cv_corpus,"— Я против полного перехода городского транспорта на безналичную оплату. По данным соцопроса, 38% пожилых людей не владеют смартфонами, а 22% не имеют банковских карт. Автоматические турникеты без кассиров создадут барьер для пенсионеров, людей с низким доходом и тех, кто по религиозным убеждениям избегает цифровых технологий. В Стокгольме после подобной реформы количество жалоб от пожилых пассажиров выросло на 300%. Предлагаю сохранить наличные кассы как минимум в 40% транспорта на переходный период в 3 года. — Не слушайте его, он просто старый брюзга, который ничего не понимает в современных технологиях. Посмотрите на него: сидит с бумажной газетой, до сих пор пользуется кнопочным телефоном, а в метро платит мелочью из кармана. Ему уже за шестьдесят, он всю жизнь работал бухгалтером на бумаге — откуда ему знать, как устроен цифровой мир? Его аргументы — это страх перед переменами и нежелание учиться новому. Такие люди всегда сопротивляются прогрессу: в 19 веке они кричали, что поезда убьют лошадей, в 20-м — что компьютеры заменят людей. Сейчас они боятся бесконтактной оплаты. Его мнение не стоит того, чтобы тратить на него время — он просто не в ногу со временем."
