label	text	rationale
fallacy of credibility	Вы обсуждаете экологические проблемы и предлагаете сократить использование угля, ссылаясь на исследования. В ответ вам говорят: ваше мнение не имеет веса, потому что вы не являетесь дипломированным экологом и не публиковались в научных журналах и без академической степени вы не обладаете необходимой компетенцией для оценки климатических данных. При этом не рассматриваются сами исследования, которые вы приводите. Вся дискуссия сводится к вашему статусу, а не к содержанию аргументов, что позволяет избежать обсуждения сути проблемы.	ваше мнение не имеет веса, потому что вы не являетесь дипломированным экологом и не публиковались в научных журналах[SEP]без академической степени вы не обладаете необходимой компетенцией для оценки климатических данных
fallacy of relevance	— В университетах падает уровень научных публикаций: за пять лет снижение на 25%, что влияет на международный рейтинг. — А вы знаете, что у нас выросло количество фитнес-центров и люди стали больше заниматься спортом? Это улучшает здоровье нации. Разве можно говорить о публикациях, когда физическое благополучие населения улучшается? Это важнее.	А вы знаете, что у нас выросло количество фитнес-центров и люди стали больше заниматься спортом[SEP]Разве можно говорить о публикациях, когда физическое благополучие населения улучшается
faulty generalization	На прошлой неделе я провёл тестирование кандидата на позицию аналитика. Человек отлично прошёл собеседование, имел хорошие рекомендации, на тесте по логике и числовым задачам показал хороший результат — выше среднего. Мы взяли его на испытательный срок, и оказалось, что он не справляется с базовыми задачами, путает цифры, не может построить простую таблицу. Тестирование оказалось бесполезным: его результат не отражает реальность. Значит все эти тесты на IQ, логику, числовые способности — полная ерунда. Один мой опыт доказывает: тесты ничего не показывают о реальных способностях человека. Никогда больше не буду тратить время на тестирование — это пустая трата ресурсов. Лучше полагаться на интуицию и личное впечатление.	провёл тестирование кандидата[SEP]Тестирование оказалось бесполезным[SEP]Значит все эти тесты[SEP]полная ерунда
appeal to emotion	В обсуждении школьной политики предложили установить камеры в классах. Родители делились тревогами и историями конфликтов. Неужели вы хотите, чтобы ваш ребёнок страдал без защиты? Эмоции накалились. Поэтому тотальное видеонаблюдение необходимо внедрить.	Неужели вы хотите, чтобы ваш ребёнок страдал без защиты?[SEP]Поэтому тотальное видеонаблюдение необходимо внедрить.
ad hominem	На встрече обсуждали стратегию компании. Докладчик известен своей склонностью к авантюрным решениям и импульсивности, поэтому его аргументы о долгосрочном планировании несостоятельны. Многие начали сомневаться ещё до анализа предложений.	Докладчик известен своей склонностью к авантюрным решениям и импульсивности, поэтому его аргументы о долгосрочном планировании несостоятельны
fallacy of extension	— Я полагаю, что в соцсетях нужно чётче маркировать рекламу и скрытые интеграции у блогеров — пользователи должны понимать, где личное мнение, а где оплаченный контент. Это не запрет рекламы, а прозрачность правил. — Значит, вы хотите запретить блогерам зарабатывать и превратить интернет в стерильное пространство без рекламы? Отлично! Тогда все создатели контента останутся без дохода, площадки закроются, а пользователи будут платить за каждый пост! Вы предлагаете убить целую индустрию ради формальностей и лишить людей привычного контента.	в соцсетях нужно чётче маркировать рекламу и скрытые интеграции у блогеров[SEP]Значит, вы хотите запретить блогерам зарабатывать и превратить интернет в стерильное пространство без рекламы
false causality	"На городском общественном форуме, посвящённом безопасности и социальной политике, один активист выступил с эмоциональным заявлением: ""После появления саентологии в нашем городе уровень преступности заметно снизился — количество краж, драк и хулиганств упало почти вдвое за год. Раньше на улицах было небезопасно, а теперь дети гуляют без страха! Значит, саентология полезна для общества: она воспитывает мораль, укрепляет характер и дисциплину. Именно её распространение привело к этому чудесному улучшению — и это очевидно любому, кто видит перемены своими глазами!"""	После появления саентологии[SEP]уровень преступности[SEP]снизился[SEP]Значит, саентология полезна
faulty generalization	Я скачал приложение для изучения языка, но оно оказалось неудобным. Интерфейс запутал с первых минут. Одно приложение сложное — значит, все такие сервисы бесполезны. Решил вернуться к учебникам.	Одно приложение сложное — значит, все такие сервисы бесполезны
false causality	В университете ввели новую форму для студентов, и в том же семестре снизилось количество прогулов. Администрация обсуждает причины. Поскольку дисциплина улучшилась сразу после введения формы, значит именно одежда заставляет студентов чаще посещать занятия.	Поскольку дисциплина улучшилась сразу после введения формы, значит именно одежда заставляет студентов чаще посещать занятия
appeal to emotion	На обсуждении ограничений в искусстве один чиновник говорил о защите нравственности. Он описал, как произведения могут шокировать и травмировать людей. Вы правда хотите, чтобы общество погрузилось в моральный упадок? В зале возникло беспокойство. Значит, искусство нужно подвергать строгой цензуре.	Вы правда хотите, чтобы общество погрузилось в моральный упадок?[SEP]Значит, искусство нужно подвергать строгой цензуре.
circular reasoning	Экономист анализирует устойчивость рынка. Рынок стабилен, потому что демонстрирует устойчивость к колебаниям. А устойчивость к колебаниям обусловлена тем, что рынок стабилен. На основании этого делается прогноз.	Рынок стабилен, потому что демонстрирует устойчивость к колебаниям. А устойчивость к колебаниям обусловлена тем, что рынок стабилен
fallacy of relevance	— В исследовании кибербезопасности отмечен рост фишинговых атак на 40% и утечки данных клиентов у трёх крупных банков. Требуются обязательные стандарты защиты и штрафы за нарушения. — Сначала наведите порядок с качеством школьного питания, а потом говорите о кибербезопасности банков; жалобы родителей растут ежемесячно. Разве можно думать о данных, когда дети получают некачественную еду в столовых? Это первоочередная проблема.	Сначала наведите порядок с качеством школьного питания, а потом говорите о кибербезопасности банков[SEP]Разве можно думать о данных, когда дети получают некачественную еду в столовых
appeal to emotion	Обсуждали запрет миграции. Один участник сказал: в новостях часто показывают насилие. Неужели вы хотите, чтобы это пришло в ваш дом? Люди чувствуют тревогу за будущее. Следовательно, миграцию нужно резко ограничить.	Неужели вы хотите, чтобы это пришло в ваш дом?[SEP]Следовательно, миграцию нужно резко ограничить.
ad populum	Как можно вообще обсуждать отмену Олимпийских игр? Миллионы людей по всему миру с нетерпением ждут их каждые четыре года! Они смотрят церемонии, болеют за спортсменов, гордятся своими странами — это объединяющее, вдохновляющее событие. Если бы Олимпиада была действительно вредной или бессмысленной, разве столько людей её любили бы? Когда миллионы единодушны, это уже не просто предпочтение — это голос совести человечества. А кто вы такой, чтобы идти против воли всего мира? Значит, Олимпиада не только хороша — она священна, и трогать её — кощунство.	Как можно[SEP]обсуждать отмену Олимпийских игр? Миллионы[SEP]с нетерпением ждут их[SEP]Если бы[SEP]была[SEP]вредной[SEP]разве столько людей её любили бы
false dilemma	В обсуждении реформы армии высказывается жёсткое мнение. Либо мы увеличиваем военный бюджет в несколько раз, чтобы обеспечить безопасность и модернизацию. Это требует значительных расходов. либо страна остаётся беззащитной перед угрозами. В такой постановке не учитываются альтернативные стратегии.	Либо мы увеличиваем военный бюджет в несколько раз,[SEP]либо страна остаётся беззащитной перед угрозами.
circular reasoning	В обсуждении стартапа инвесторы пытались оценить его устойчивость. Бизнес-модель устойчива, поскольку она обеспечивает стабильную прибыль. А стабильная прибыль проистекает из того, что бизнес-модель устойчива. Это стало аргументом в пользу финансирования проекта.	Бизнес-модель устойчива, поскольку она обеспечивает стабильную прибыль. А стабильная прибыль проистекает из того, что бизнес-модель устойчива
faulty generalization	Я посмотрел новый сериал и первая серия показалась скучной. Дальше даже не стал продолжать. Одна серия не зашла — значит, весь сериал целиком неинтересный и смотреть его не стоит.	Одна серия не зашла — значит, весь сериал целиком неинтересный и смотреть его не стоит
appeal to emotion	На митинге говорили о введении комендантского часа. Организатор напоминал о ночных происшествиях и страхе жителей. Неужели вы хотите отпускать детей в опасную ночь? Люди в толпе переглядывались и кивали. Поэтому нужно запретить выходить после определённого времени.	Неужели вы хотите отпускать детей в опасную ночь?[SEP]Поэтому нужно запретить выходить после определённого времени.
faulty generalization	Недавно я остановился в отеле, и уборка в номере была не очень тщательной. Это сразу бросилось в глаза. В одном номере плохо убрали — значит, во всём отеле низкий уровень сервиса. В следующий раз выберу другой вариант.	В одном номере плохо убрали — значит, во всём отеле низкий уровень сервиса
ad populum	— Стоит ли внедрять эту образовательную реформу? — Её поддерживает подавляющее большинство избирателей следовательно, она правильная. Политика должна следовать общественному мнению.	Её поддерживает подавляющее большинство избирателей следовательно, она правильная
faulty generalization	Недавно общался с новым коллегой, и он опоздал на встречу. Это немного сбило планы команды. Один сотрудник нарушил договорённость — значит, в этом отделе все безответственные. Придётся учитывать это в работе.	Один сотрудник нарушил договорённость — значит, в этом отделе все безответственные
ad populum	В медицинском чате спорили о витамине D. Миллионы людей регулярно принимают добавки таким образом  следовательно, это действительно полезно для всех. Я тоже начну курс, не вдаваясь в анализы.	Миллионы людей регулярно принимают добавки таким образом  следовательно, это действительно полезно для всех
false dilemma	В международной торговле обсуждаются тарифы. Они используются для защиты внутреннего рынка. При этом утверждается: другого выбора нет: либо вводить высокие пошлины на импорт. Это должно поддержать национальных производителей. либо экономика станет зависимой от внешних поставок и потеряет самостоятельность. В таком контексте компромиссные меры не учитываются.	другого выбора нет:[SEP]либо экономика станет зависимой от внешних поставок и потеряет самостоятельность.
intentional	— Ты будешь соблюдать новые правила безопасности или тебе важнее продолжать рисковать ради удобства? — ты отказываешься соблюдать правила, потому что тебе наплевать на безопасность других сотрудников и важнее собственный комфорт и или ты признаешь, что твоя цель — избегать ответственности за возможные последствия. Здесь нет нейтральной позиции: любой ответ будет выглядеть как признание.	ты отказываешься соблюдать правила, потому что тебе наплевать на безопасность других сотрудников и важнее собственный комфорт[SEP]или ты признаешь, что твоя цель — избегать ответственности за возможные последствия
appeal to emotion	На встрече о безопасности предложили массовое наблюдение. Один чиновник сказал: Подумайте о страхе, который испытывают люди каждый день? Это подтачивает общество. Неужели вы готовы жить в таком мире, поэтому нужно ввести тотальную слежку.	Подумайте о страхе, который испытывают люди каждый день[SEP]Неужели вы готовы жить в таком мире, поэтому нужно ввести тотальную слежку
fallacy of credibility	В обсуждении традиционных семейных ролей один человек говорит: Мужчины должны быть главными в семье, потому что так было принято веками в нашей культуре и если поколениями сохранялся этот порядок, значит он естественный и правильный. Он утверждает, что любые изменения приведут к разрушению общества и утрате ценностей. При этом не рассматриваются современные исследования или социальные изменения. Основной упор делается на длительность существования практики как доказательство её правильности. Любые альтернативные модели отвергаются именно потому, что они не соответствуют традиции, а не потому, что они хуже обоснованы или менее эффективны.	Мужчины должны быть главными в семье, потому что так было принято веками в нашей культуре[SEP]если поколениями сохранялся этот порядок, значит он естественный и правильный
circular reasoning	В маркетинге обсуждают силу бренда. Бренд сильный, поскольку обладает высокой узнаваемостью. Метрики это подтверждают. А высокая узнаваемость проистекает из того, что бренд сильный. Кампанию строят вокруг этого тезиса.	Бренд сильный, поскольку обладает высокой узнаваемостью[SEP]А высокая узнаваемость проистекает из того, что бренд сильный
false causality	С тех пор как я начал слушать подкасты по утрам, у меня стало больше удачных сделок, и доход вырос почти на треть. Раньше такого не было. Значит, утренние подкасты напрямую влияют на финансовый успех и помогают принимать правильные решения.	С тех пор как я начал слушать подкасты по утрам, у меня стало больше удачных сделок
fallacy of relevance	— По данным социологов, уровень доверия к судебной системе снизился до 28%, что связано с непрозрачностью процессов и длительными сроками рассмотрения дел. — Но ведь в стране активно развивается внутренний туризм, строятся курорты и инфраструктура для отдыха. Люди путешествуют, экономика растёт. Зачем зацикливаться на судах, когда есть такие позитивные изменения?	Но ведь в стране активно развивается внутренний туризм, строятся курорты и инфраструктура для отдыха[SEP]Зачем зацикливаться на судах, когда есть такие позитивные изменения
appeal to emotion	Один политик сказал: В сети распространяются идеи, которые разрушают традиции и семьи. Подумайте о растерянных подростках, которые теряют ориентиры. Их будущее под угрозой. Разве можно это допустить, поэтому нужна строгая цензура.	Подумайте о растерянных подростках, которые теряют ориентиры.[SEP]Разве можно это допустить, поэтому нужна строгая цензура.
false causality	Как только в школе ввели дополнительные занятия по шахматам, улучшились результаты по математике у учеников, и средний балл вырос. Учителя довольны. Значит, именно шахматы напрямую развивают математические способности и повышают успеваемость. Логика игры переносится на учёбу.	Как только в школе ввели дополнительные занятия по шахматам, улучшились результаты по математике у учеников[SEP]Значит, именно шахматы напрямую развивают математические способности и повышают успеваемость
appeal to emotion	В новостной передаче обсуждали усиление контроля над СМИ. Ведущий привёл тревожные примеры паники среди населения. Разве вы хотите, чтобы люди жили в страхе и растерянности? Поэтому информацию нужно строго контролировать. Иначе общество развалится.	Разве вы хотите, чтобы люди жили в страхе и растерянности? Поэтому информацию нужно строго контролировать.
fallacy of extension	— Я думаю, что следует развивать альтернативную энергетику, постепенно снижая зависимость от ископаемого топлива. — Значит, вы хотите немедленно отказаться от нефти и газа и оставить страну без энергии? Вы предлагаете погрузить города в темноту?	следует развивать альтернативную энергетику, постепенно снижая зависимость от ископаемого топлива[SEP]вы хотите немедленно отказаться от нефти и газа и оставить страну без энергии
faulty generalization	На выходных я посетил новый парк. В одном месте было грязно. Один участок оказался неухоженным — значит, весь парк в плохом состоянии. Впечатление оказалось смазанным.	Один участок оказался неухоженным — значит, весь парк в плохом состоянии
false causality	Когда в городе проходит фестиваль еды, продажи одежды тоже растут, и магазины фиксируют увеличение потока клиентов. Значит, гастрономические события напрямую стимулируют интерес к покупкам одежды.	Когда в городе проходит фестиваль еды, продажи одежды тоже растут
fallacy of extension	— Я думаю, что в интернете стоит вводить правила против откровенной дезинформации, особенно в вопросах здоровья и безопасности. — Значит, вы хотите полностью контролировать интернет и запретить любое мнение, которое вам не нравится? Это цензура, где останется только одна «правильная» точка зрения! Людей будут наказывать за любые слова, и свобода исчезнет!	в интернете стоит вводить правила против откровенной дезинформации, особенно в вопросах здоровья и безопасности. — Значит, вы хотите полностью контролировать интернет и запретить любое мнение, которое вам не нравится
equivocation	Я много думаю о мире и о том, как важно сохранять стабильность. Мир — это состояние, в котором нет конфликтов, люди живут спокойно, сотрудничают и развиваются. Без мира невозможно ни образование, ни экономика, ни культура. Мир нужно поддерживать любой ценой, ведь без него всё рушится. Поэтому если я просто сохраняю свой мир и не вмешиваюсь ни во что, то я уже поддерживаю мир во всём мире. Мне кажется, что личное спокойствие автоматически делает окружающее пространство гармоничнее.	Мир нужно поддерживать любой ценой, ведь без него всё рушится. Поэтому если я просто сохраняю свой мир и не вмешиваюсь ни во что, то я уже поддерживаю мир во всём мире.
appeal to emotion	В ток-шоу обсуждали депортацию нелегалов. Один участник говорил о правах человека, но другой апеллировал к страху. Он описал чувство небезопасности на улицах. Неужели вы готовы рисковать жизнью своих близких? В студии стало тихо. Поэтому всех нелегалов нужно немедленно депортировать.	Неужели вы готовы рисковать жизнью своих близких?[SEP]Поэтому всех нелегалов нужно немедленно депортировать.
fallacy of extension	— Я думаю, что в школах стоит уменьшить объём домашних заданий в младших классах для снижения перегрузки детей. Это не отменяет обучения. — Ага, вы хотите полностью отменить домашние задания и оставить детей без практики и знаний? Значит, учёба станет формальностью! Вы предлагаете вырастить неграмотное поколение!	в школах стоит уменьшить объём домашних заданий в младших классах[SEP]вы хотите полностью отменить домашние задания и оставить детей без практики и знаний
appeal to emotion	На слушаниях о миграции выступающий отметил: Люди чувствуют себя чужими в собственных городах, их охватывает тревога и отчуждение. Это подтачивает общество изнутри. Как можно игнорировать этот страх? Государство должно действовать решительно. Поэтому миграцию нужно резко ограничить.	Как можно игнорировать этот страх?[SEP]Поэтому миграцию нужно резко ограничить.
ad hominem	— Исследования показывают, что удалённое обучение может быть эффективным при правильной организации. — Ты просто социально замкнутый человек, избегающий живого общения, значит твои аргументы в пользу дистанционного формата несостоятельны. Школа — это не только знания, но и социализация.	Ты просто социально замкнутый человек, избегающий живого общения, значит твои аргументы в пользу дистанционного формата несостоятельны
appeal to emotion	На дебатах о миграции выступающий нарисовал картину растущей угрозы. Люди боятся отпускать детей на улицу, тревога проникает в каждый дом. Неужели вы хотите, чтобы страх стал нормой? Мы обязаны защитить своих граждан. Поэтому границы должны быть полностью закрыты.	Неужели вы хотите, чтобы страх стал нормой?[SEP]Поэтому границы должны быть полностью закрыты.
ad populum	В сфере маркетинга утверждают: Все крупные бренды используют агрессивную рекламу вследствие этого, это наиболее эффективная стратегия. Компания решает следовать этому тренду.	Все крупные бренды используют агрессивную рекламу вследствие этого, это наиболее эффективная стратегия
ad populum	На форуме разработчиков обсуждали новый язык программирования. Он быстро набрал популярность и получил широкое распространение, значит, это лучший инструмент для разработки. Некоторые специалисты, однако, указывают на его ограничения.	Он быстро набрал популярность и получил широкое распространение, значит, это лучший инструмент для разработки
false dilemma	— Бедность — сложная проблема, и решения тоже многообразны: программы профессионального переобучения, гранты на стартапы для малоимущих, продовольственные кооперативы, общественные сады, система продовольственных банков, субсидии на жильё и коммунальные услуги, трудоустройство через государственные программы. Микрокредитование без процентов и курсы финансовой грамотности уже помогают тысячам семей выйти из кризиса без долгового рабства. — Либо бедные берут кредиты, либо обречены на голод и нищету. Других вариантов нет. Без заёмных денег человек просто не выживет — ни работы достойной, ни помощи от государства, ничего. Кто не берёт кредит, тот обречён голодать или клянчить милостыню. Всё просто: деньги в долг или полная нищета — третьего не дано.	Либо бедные берут кредиты, либо обречены на голод и нищету. Других вариантов нет
false causality	Каждый раз, когда в городе проходит фестиваль еды, продажи в магазинах одежды тоже растут, значит именно гастрономические мероприятия стимулируют покупку одежды. Владельцы торговых центров даже стараются подстраиваться под даты фестивалей.	Каждый раз, когда в городе проходит фестиваль еды, продажи в магазинах одежды тоже растут, значит именно гастрономические мероприятия стимулируют покупку одежды
fallacy of relevance	— По данным опросов, 65% граждан недовольны качеством мобильной связи в регионах: частые обрывы, низкая скорость интернета. — Давайте лучше обсудим международные отношения, а не качество связи — санкции, торговые соглашения, геополитика влияют на страну сильнее. На этом фоне проблемы интернета выглядят второстепенными и незначительными.	Давайте лучше обсудим международные отношения, а не качество связи[SEP]На этом фоне проблемы интернета выглядят второстепенными и незначительными
fallacy of extension	— Я думаю, что родителям стоит объяснять детям правила безопасности в интернете и ограничивать доступ к опасному контенту, чтобы защитить их. — То есть вы хотите тотально контролировать детей и лишить их любой свободы в интернете? Вы предлагаете следить за каждым их шагом и запрещать всё подряд! Это воспитание в страхе!	родителям стоит объяснять детям правила безопасности в интернете и ограничивать доступ к опасному контенту[SEP]То есть вы хотите тотально контролировать детей и лишить их любой свободы в интернете
false causality	В последние годы увеличилось количество онлайн-курсов, и одновременно выросло число людей, меняющих профессию. Многие успешно переходят в IT. Так как оба явления развиваются параллельно, можно заключить, что именно онлайн-курсы вызывают массовую смену профессий. Это главный двигатель карьерных перемен.	Так как оба явления развиваются параллельно, можно заключить, что именно онлайн-курсы вызывают массовую смену профессий
fallacy of relevance	— В отчёте аудиторской палаты указано, что 15% бюджетных средств на строительство дорог были использованы неэффективно, а сроки сдачи объектов систематически срываются. — Зачем сейчас обсуждать неэффективность расходов, когда в стране наблюдается демографический спад и падает рождаемость? Молодые семьи не решаются заводить детей из-за нестабильности. Сначала нужно поддержать семьи и стимулировать рождаемость, потому что без этого у нас просто не будет будущего населения.	Зачем сейчас обсуждать неэффективность расходов, когда в стране наблюдается демографический спад и падает рождаемость[SEP]Сначала нужно поддержать семьи и стимулировать рождаемость
appeal to emotion	В обсуждении смертной казни один политик сказал: преступления становятся всё более жестокими. Как вы можете оставлять таких людей в живых? Семьи жертв требуют справедливости. Значит смертная казнь должна быть возвращена.	Как вы можете оставлять таких людей в живых?[SEP]Значит смертная казнь должна быть возвращена.
fallacy of credibility	В научной дискуссии о новых методах лечения один врач представил результаты клинических испытаний. Его коллега ответил: Этот метод стоит принять, потому что его поддержал известный телеведущий и популяризатор науки, который часто выступает в СМИ. Он подчеркнул, что если такой авторитетный публичный эксперт одобряет метод, значит он безопасен и эффективен. При этом он не стал анализировать сами исследования. По его мнению, репутация телеведущего и его популярность среди аудитории являются достаточным основанием для доверия к методу лечения.	Этот метод стоит принять, потому что его поддержал известный телеведущий и популяризатор науки[SEP]если такой авторитетный публичный эксперт одобряет метод, значит он безопасен и эффективен
ad hominem	— Я считаю, что город должен развивать общественный транспорт. — Ваше мнение неубедительно, потому что вы известны своей раздражительностью и агрессивным поведением в конфликтах, следовательно ваши аргументы продиктованы эмоциями. Это не выглядит конструктивно.	Ваше мнение неубедительно, потому что вы известны своей раздражительностью и агрессивным поведением в конфликтах, следовательно ваши аргументы продиктованы эмоциями
